MaToHop,DiemToHop,NhomTinhCach,NhomNganh
A00,20.25,C,CongNgheThongTin_TruyenThong
A00,28.0,S,GiaoDucTieuHoc
A00,27.0,A,XaHoiNhanVan
D01,26.75,S,GiaoDucTieuHoc
B03,26.0,I,SuPhamSinhHoc
D01,18.85,I,NongNghiep_MoiTruong_ThuySan
D01,26.25,S,GiaoDucTieuHoc
A00,26.5,S,GiaoDucTieuHoc
A00,26.25,I,SuPhamTinHoc
D01,24.5,A,NgoaiNgu
A00,26.5,S,GiaoDucTieuHoc
A01,26.25,I,SuPhamTinHoc
D01,27.25,S,SuPhamTiengAnh
B00,27.25,I,SuPhamKhoaHocTuNhien
D01,18.5,C,CongNgheThongTin_TruyenThong
D15,27.5,A,NgoaiNgu
A00,28.0,I,SuPhamToanHoc
A00,27.75,I,SuPhamToanHoc
A00,27.25,S,GiaoDucTieuHoc
X70,25.25,S,XaHoiNhanVan
D01,24.25,A,SuPhamTiengPhap
C02,18.75,E,Luat_KinhTe
D01,21.1,I,CongNgheThongTin_TruyenThong
D14,23.25,S,SuPhamTiengPhap
C02,24.25,A,XaHoiNhanVan
A00,28.25,I,SuPhamToanHoc
D01,17.0,R,NongNghiep_MoiTruong_ThuySan
B00,27.75,I,SuPhamKhoaHocTuNhien
A00,27.25,I,SuPhamKhoaHocTuNhien
D01,19.35,I,NongNghiep_MoiTruong_ThuySan
D01,18.0,R,NongNghiep_MoiTruong_ThuySan
D01,26.25,A,NgoaiNgu
C01,23.0,C,Luat_KinhTe
A00,28.75,I,SuPhamToanHoc
C02,22.1,C,Luat_KinhTe
D01,17.6,R,NongNghiep_MoiTruong_ThuySan
D01,23.75,A,NgoaiNgu
B00,26.0,I,SuPhamKhoaHocTuNhien
D01,22.0,C,CongNgheThongTin_TruyenThong
A00,29.75,I,SuPhamVatLy
A00,29.5,I,SuPhamToanHoc
D01,23.5,A,NgoaiNgu
A00,26.1,I,SuPhamKhoaHocTuNhien
A01,24.5,I,SuPhamTinHoc
D01,17.75,R,NongNghiep_MoiTruong_ThuySan
A01,28.75,I,SuPhamToanHoc
C01,26.5,S,GiaoDucTieuHoc
B00,27.75,I,SuPhamKhoaHocTuNhien
A00,20.25,S,XaHoiNhanVan
D01,18.25,I,CongNgheThongTin_TruyenThong
A00,27.5,I,SuPhamVatLy
A01,27.75,I,SuPhamKhoaHocTuNhien
A00,26.25,I,SuPhamKhoaHocTuNhien
D01,25.0,A,NgoaiNgu
A00,24.5,I,SuPhamTinHoc
A00,27.5,I,SuPhamVatLy
D01,24.75,I,SuPhamTinHoc
B03,26.5,I,SuPhamSinhHoc
C01,27.25,S,GiaoDucTieuHoc
A00,28.25,I,SuPhamVatLy
D01,20.5,I,KhoaHocTuNhien
B00,27.5,I,SuPhamHoaHoc
A00,27.5,I,SuPhamHoaHoc
C02,25.0,E,Luat_KinhTe
C01,19.25,R,KyThuat_CongNghe
A00,28.75,I,SuPhamHoaHoc
C01,26.25,S,GiaoDucTieuHoc
C02,20.5,E,Luat_KinhTe
D01,23.75,A,SuPhamTiengPhap
A00,27.0,S,GiaoDucTieuHoc
D01,24.0,S,SuPhamTiengPhap
A00,27.5,I,SuPhamVatLy
D01,23.25,A,NgoaiNgu
A01,27.75,I,SuPhamVatLy
D01,18.5,I,CongNgheThongTin_TruyenThong
D01,24.75,S,SuPhamTiengPhap
C02,20.6,I,NongNghiep_MoiTruong_ThuySan
D01,25.0,A,NgoaiNgu
A01,28.0,I,SuPhamToanHoc
D01,24.0,R,CongNgheThongTin_TruyenThong
C01,23.75,R,KyThuat_CongNghe
D01,19.0,R,NongNghiep_MoiTruong_ThuySan
D01,27.0,A,SuPhamTiengAnh
D01,17.85,I,KhoaHocTuNhien
C02,20.35,I,KhoaHocTuNhien
A00,26.5,I,SuPhamTinHoc
D01,19.25,I,KhoaHocTuNhien
C01,27.75,S,GiaoDucTieuHoc
B00,26.75,I,SuPhamSinhHoc
A00,28.25,I,SuPhamToanHoc
A01,18.2,I,CongNgheThongTin_TruyenThong
A00,27.0,S,GiaoDucTieuHoc
B00,26.25,I,SuPhamSinhHoc
D01,16.5,R,NongNghiep_MoiTruong_ThuySan
A00,27.5,I,SuPhamVatLy
D14,27.5,S,SuPhamTiengAnh
B00,27.75,I,SuPhamHoaHoc
A01,20.5,I,NongNghiep_MoiTruong_ThuySan
B00,25.75,I,SuPhamSinhHoc
D01,17.35,I,KhoaHocTuNhien
C02,23.5,S,XaHoiNhanVan
A00,27.0,I,SuPhamKhoaHocTuNhien
C01,22.25,A,XaHoiNhanVan
D01,27.5,S,SuPhamTiengAnh
D01,23.5,A,NgoaiNgu
B00,25.75,I,SuPhamSinhHoc
C01,25.0,A,XaHoiNhanVan
D14,25.25,A,SuPhamTiengPhap
A01,26.75,I,SuPhamKhoaHocTuNhien
X01,21.0,C,Luat_KinhTe
A00,27.5,I,SuPhamHoaHoc
B00,26.35,I,SuPhamKhoaHocTuNhien
D01,24.25,I,KhoaHocTuNhien
A01,23.75,A,XaHoiNhanVan
A01,22.75,R,CongNgheThongTin_TruyenThong
B03,17.7,I,KhoaHocTuNhien
A00,27.75,I,SuPhamToanHoc
A00,22.75,R,CongNgheThongTin_TruyenThong
C01,26.75,S,GiaoDucTieuHoc
A00,28.25,I,SuPhamToanHoc
C02,25.5,C,Luat_KinhTe
A00,27.75,I,SuPhamKhoaHocTuNhien
A01,26.5,I,SuPhamTinHoc
A00,28.0,I,SuPhamVatLy
B00,27.25,I,SuPhamHoaHoc
D14,23.25,S,SuPhamTiengPhap
A00,28.0,I,SuPhamVatLy
D14,23.75,A,NgoaiNgu
X25,17.5,R,NongNghiep_MoiTruong_ThuySan
C01,23.5,S,XaHoiNhanVan
A01,27.75,I,SuPhamToanHoc
C01,27.5,S,GiaoDucTieuHoc
D14,23.75,A,SuPhamTiengPhap
A00,22.5,I,KyThuat_CongNghe
D01,20.0,C,CongNgheThongTin_TruyenThong
D15,27.75,S,SuPhamTiengAnh
C01,21.75,I,KyThuat_CongNghe
D01,26.75,I,SuPhamTinHoc
D01,27.0,A,SuPhamTiengAnh
D14,24.75,A,SuPhamTiengPhap
D09,20.85,A,XaHoiNhanVan
A00,20.35,I,KyThuat_CongNghe
B00,27.5,I,SuPhamHoaHoc
A00,27.5,I,SuPhamVatLy
B00,26.75,I,SuPhamSinhHoc
A00,27.25,I,SuPhamVatLy
D01,25.0,I,SuPhamTinHoc
D01,24.0,A,NgoaiNgu
D01,18.75,R,NongNghiep_MoiTruong_ThuySan
D01,24.0,I,KhoaHocTuNhien
D01,25.5,I,SuPhamTinHoc
A00,28.0,I,SuPhamKhoaHocTuNhien
D01,23.25,A,SuPhamTiengPhap
C00,24.25,E,Luat_KinhTe
B00,28.0,I,SuPhamHoaHoc
A00,28.0,I,SuPhamToanHoc
A01,24.75,I,KyThuat_CongNghe
A01,24.0,R,KyThuat_CongNghe
A00,27.25,I,SuPhamVatLy
C02,20.1,I,KhoaHocTuNhien
D01,19.25,I,NongNghiep_MoiTruong_ThuySan
D01,23.5,A,SuPhamTiengPhap
C01,22.0,I,KyThuat_CongNghe
D01,24.0,A,SuPhamTiengPhap
D01,23.0,S,SuPhamTiengPhap
A01,27.25,I,SuPhamVatLy
A00,26.5,S,GiaoDucTieuHoc
A00,19.1,E,Luat_KinhTe
A00,28.25,I,SuPhamVatLy
A01,27.75,I,SuPhamVatLy
X01,18.45,C,Luat_KinhTe
D01,24.0,I,CongNgheThongTin_TruyenThong
A00,29.0,I,SuPhamVatLy
A00,27.75,I,SuPhamKhoaHocTuNhien
D15,27.5,A,SuPhamTiengAnh
B03,26.0,I,SuPhamSinhHoc
A01,15.6,R,NongNghiep_MoiTruong_ThuySan
D07,21.75,I,KhoaHocTuNhien
D01,25.25,A,SuPhamTiengPhap
D01,24.5,E,Luat_KinhTe
A00,28.5,I,SuPhamToanHoc
D01,22.75,I,KhoaHocTuNhien
D01,17.5,I,NongNghiep_MoiTruong_ThuySan
A00,27.75,I,SuPhamHoaHoc
D01,22.5,I,NongNghiep_MoiTruong_ThuySan
C02,22.0,E,Luat_KinhTe
C02,22.5,S,XaHoiNhanVan
D14,24.0,A,NgoaiNgu
C00,21.25,C,Luat_KinhTe
A00,27.75,I,SuPhamVatLy
C01,27.75,S,GiaoDucTieuHoc
B03,26.5,I,SuPhamSinhHoc
C01,21.5,I,KyThuat_CongNghe
C00,23.0,A,XaHoiNhanVan
D01,27.0,S,SuPhamTiengAnh
D14,27.25,S,SuPhamTiengAnh
D01,24.75,R,CongNgheThongTin_TruyenThong
A00,24.6,I,SuPhamTinHoc
A02,19.6,R,KyThuat_CongNghe
A01,26.0,I,SuPhamKhoaHocTuNhien
C01,22.0,C,Luat_KinhTe
A01,28.0,I,SuPhamToanHoc
D01,21.75,I,KhoaHocTuNhien
C01,27.5,S,GiaoDucTieuHoc
A01,27.75,I,SuPhamToanHoc
D01,17.45,I,NongNghiep_MoiTruong_ThuySan
A00,28.25,I,SuPhamToanHoc
C01,26.75,S,GiaoDucTieuHoc
A00,27.0,I,SuPhamKhoaHocTuNhien
B00,27.5,I,SuPhamSinhHoc
A00,27.75,I,SuPhamVatLy
A00,25.25,I,SuPhamTinHoc
B00,27.75,I,SuPhamKhoaHocTuNhien
D01,24.5,A,NgoaiNgu
X70,21.85,S,XaHoiNhanVan
D01,24.75,I,SuPhamTinHoc
C01,26.75,S,GiaoDucTieuHoc
D01,22.0,I,KhoaHocTuNhien
D01,24.25,A,SuPhamTiengPhap
A00,21.35,I,KhoaHocTuNhien
D14,23.25,A,NgoaiNgu
A00,16.25,I,KyThuat_CongNghe
D14,25.5,S,SuPhamTiengPhap
D01,25.0,A,SuPhamTiengPhap
A01,27.25,I,SuPhamVatLy
D15,25.75,A,NgoaiNgu
A01,29.0,I,SuPhamToanHoc
