MaToHop,DiemToHop,NhomTinhCach,NhomNganh
C02,23.5,S,XaHoiNhanVan
A00,18.6,R,KyThuat_CongNghe
C01,22.1,E,Luat_KinhTe
C02,21,I,KhoaHocTuNhien
A00,23.5,S,XaHoiNhanVan
C01,25,S,XaHoiNhanVan
C02,23.5,S,XaHoiNhanVan
C00,23.35,S,XaHoiNhanVan
B00,16.2,I,NongNghiep_MoiTruong_ThuySan
B03,19.1,I,KhoaHocTuNhien
C02,17.95,I,NongNghiep_MoiTruong_ThuySan
A00,20.5,I,KhoaHocTuNhien
C01,20.25,C,KyThuat_CongNghe
C02,20,I,KhoaHocTuNhien
A00,22.5,E,Luat_KinhTe
C01,20.75,E,Luat_KinhTe
C02,22.25,E,Luat_KinhTe
C00,24.25,S,XaHoiNhanVan
A00,23.75,S,XaHoiNhanVan
C01,22.75,C,Luat_KinhTe
C02,22,C,Luat_KinhTe
B00,24.75,I,KhoaHocTuNhien
B03,23.75,I,KhoaHocTuNhien
C02,24.5,S,XaHoiNhanVan
C01,23,C,Luat_KinhTe
C00,24.25,S,XaHoiNhanVan
C00,25.5,S,XaHoiNhanVan
A00,24.5,S,XaHoiNhanVan
C01,24.25,S,XaHoiNhanVan
C02,22.75,E,Luat_KinhTe
B00,26.25,I,KhoaHocTuNhien
B03,25.25,I,KhoaHocTuNhien
C02,24.75,S,XaHoiNhanVan
C00,23.75,S,XaHoiNhanVan
B03,17.35,I,KhoaHocTuNhien
C02,17.5,I,NongNghiep_MoiTruong_ThuySan
C01,21.95,E,Luat_KinhTe
B00,24.75,I,KhoaHocTuNhien
B03,23,I,KhoaHocTuNhien
C02,23.25,S,XaHoiNhanVan
A00,19.1,R,KyThuat_CongNghe
C01,21.25,C,Luat_KinhTe
C02,20.6,I,KhoaHocTuNhien
A00,26.5,S,XaHoiNhanVan
C01,25,S,XaHoiNhanVan
C02,24.5,S,XaHoiNhanVan
A00,24,S,XaHoiNhanVan
C01,23.75,S,XaHoiNhanVan
C02,21.75,E,Luat_KinhTe
C01,21.5,E,Luat_KinhTe
B00,15.35,I,NongNghiep_MoiTruong_ThuySan
C02,16,I,NongNghiep_MoiTruong_ThuySan
A00,16.55,I,NongNghiep_MoiTruong_ThuySan
C01,19.35,R,KyThuat_CongNghe
C02,17.95,I,NongNghiep_MoiTruong_ThuySan
B00,24,I,KhoaHocTuNhien
B03,23.5,I,KhoaHocTuNhien
C02,24,S,XaHoiNhanVan
C01,24.5,S,XaHoiNhanVan
A00,25.25,S,XaHoiNhanVan
C01,23.5,S,XaHoiNhanVan
C02,23.25,S,XaHoiNhanVan
A00,23.5,S,XaHoiNhanVan
C01,25.25,S,XaHoiNhanVan
C02,24,S,XaHoiNhanVan
C00,26.75,S,XaHoiNhanVan
C00,26,S,XaHoiNhanVan
C00,18.1,S,XaHoiNhanVan
A00,24.25,S,XaHoiNhanVan
C01,23.75,S,XaHoiNhanVan
C02,23,C,Luat_KinhTe
C00,21,E,Luat_KinhTe
C00,24,S,XaHoiNhanVan
A00,25.75,S,XaHoiNhanVan
C01,23.25,S,XaHoiNhanVan
C02,23,E,Luat_KinhTe
C00,21.1,C,Luat_KinhTe
C00,21,C,Luat_KinhTe
C00,18.95,C,Luat_KinhTe
B00,22.25,I,KhoaHocTuNhien
B03,22.25,I,KhoaHocTuNhien
C02,21.25,I,KhoaHocTuNhien
A00,22,E,Luat_KinhTe
C01,22.75,C,Luat_KinhTe
C02,22.25,C,Luat_KinhTe
C00,18.75,C,Luat_KinhTe
A00,20.85,I,KhoaHocTuNhien
C01,20.35,R,KyThuat_CongNghe
C02,18.85,I,KhoaHocTuNhien
A00,18.75,R,KyThuat_CongNghe
C01,20.75,C,Luat_KinhTe
C02,18.75,I,KhoaHocTuNhien
A00,23.5,S,XaHoiNhanVan
C01,23.25,S,XaHoiNhanVan
C02,22.75,C,Luat_KinhTe
C00,20.6,C,Luat_KinhTe
B00,21.1,I,KhoaHocTuNhien
B03,22.85,I,KhoaHocTuNhien
C02,21.25,I,KhoaHocTuNhien
C00,22.5,C,Luat_KinhTe
A00,16.3,I,NongNghiep_MoiTruong_ThuySan
C01,20.6,E,Luat_KinhTe
C02,17.55,I,NongNghiep_MoiTruong_ThuySan
C00,25.75,S,XaHoiNhanVan
A00,23.75,S,XaHoiNhanVan
C01,22.75,E,Luat_KinhTe
C02,23.5,S,XaHoiNhanVan
B00,24,I,KhoaHocTuNhien
B03,24,I,KhoaHocTuNhien
C02,23.5,S,XaHoiNhanVan
C00,25.75,S,XaHoiNhanVan
C00,25.25,S,XaHoiNhanVan
B00,22.25,I,KhoaHocTuNhien
B03,23.5,I,KhoaHocTuNhien
C02,24.25,S,XaHoiNhanVan
B00,25.25,I,KhoaHocTuNhien
B03,24.75,I,KhoaHocTuNhien
C02,25,S,XaHoiNhanVan
C00,18.85,C,Luat_KinhTe
C00,19.5,E,Luat_KinhTe
A00,28,S,XaHoiNhanVan
C01,23.25,S,XaHoiNhanVan
C02,23.75,S,XaHoiNhanVan
C00,18.2,S,XaHoiNhanVan
C00,20.75,E,Luat_KinhTe
A00,19.7,R,KyThuat_CongNghe
C01,21.35,E,Luat_KinhTe
C02,19.45,I,KhoaHocTuNhien
C00,20.25,E,Luat_KinhTe
C00,26,S,XaHoiNhanVan
A00,18.25,R,KyThuat_CongNghe
C01,17.5,C,KyThuat_CongNghe
C02,17.75,I,NongNghiep_MoiTruong_ThuySan
C00,21,C,Luat_KinhTe
B00,22,I,KhoaHocTuNhien
B03,21.5,I,KhoaHocTuNhien
C02,22.5,C,Luat_KinhTe
A00,22.75,C,Luat_KinhTe
C01,22.25,E,Luat_KinhTe
C02,20.25,I,KhoaHocTuNhien
C00,18.85,C,Luat_KinhTe
A00,25.5,S,XaHoiNhanVan
C01,25,S,XaHoiNhanVan
C02,26.5,S,XaHoiNhanVan
C00,19.25,E,Luat_KinhTe
C01,18.5,R,KyThuat_CongNghe
C02,18.25,I,NongNghiep_MoiTruong_ThuySan
B00,26.5,I,KhoaHocTuNhien
B03,24,I,KhoaHocTuNhien
C02,24,S,XaHoiNhanVan
C01,18.75,R,KyThuat_CongNghe
C02,15.1,I,NongNghiep_MoiTruong_ThuySan
C00,20.35,E,Luat_KinhTe
C00,19.5,C,Luat_KinhTe
B00,26.75,I,KhoaHocTuNhien
B03,25.75,I,KhoaHocTuNhien
C02,26.5,S,XaHoiNhanVan
B00,23.75,I,KhoaHocTuNhien
B03,21.5,I,KhoaHocTuNhien
C02,24.25,S,XaHoiNhanVan
C01,24.25,S,XaHoiNhanVan
C00,20.5,E,Luat_KinhTe
C00,22.5,C,Luat_KinhTe
C00,23,C,Luat_KinhTe
B00,27.25,I,KhoaHocTuNhien
B03,25.5,I,KhoaHocTuNhien
C02,25.75,S,XaHoiNhanVan
C00,22.5,E,Luat_KinhTe
A00,26.5,S,XaHoiNhanVan
C01,24.75,S,XaHoiNhanVan
C02,24.25,S,XaHoiNhanVan
A00,22,C,Luat_KinhTe
C01,24,S,XaHoiNhanVan
C02,23,C,Luat_KinhTe
C01,22.75,E,Luat_KinhTe
A00,21.1,I,KhoaHocTuNhien
C01,20.35,R,KyThuat_CongNghe
C02,18.5,I,KhoaHocTuNhien
A00,24.25,S,XaHoiNhanVan
C01,24.25,S,XaHoiNhanVan
C02,23.25,S,XaHoiNhanVan
A00,22,E,Luat_KinhTe
C01,24,S,XaHoiNhanVan
C02,20.75,I,KhoaHocTuNhien
C00,18.75,C,Luat_KinhTe
C01,21.5,C,Luat_KinhTe
A00,22.25,C,Luat_KinhTe
C01,23.25,S,XaHoiNhanVan
C02,23,C,Luat_KinhTe
A00,27.25,S,XaHoiNhanVan
C01,25,S,XaHoiNhanVan
C02,24,S,XaHoiNhanVan
A00,21.75,C,CongNgheThongTin_TruyenThong
C01,21.5,E,Luat_KinhTe
C02,20.75,I,KhoaHocTuNhien
C01,15.95,R,KyThuat_CongNghe
B00,26.1,I,KhoaHocTuNhien
B03,23.85,I,KhoaHocTuNhien
C02,25,S,XaHoiNhanVan
A00,15.6,I,NongNghiep_MoiTruong_ThuySan
C01,17.1,I,KyThuat_CongNghe
A00,16.1,I,NongNghiep_MoiTruong_ThuySan
C01,17.85,I,KyThuat_CongNghe
C02,15.35,I,NongNghiep_MoiTruong_ThuySan
C00,22.5,C,Luat_KinhTe
A00,27,S,XaHoiNhanVan
C01,24.25,S,XaHoiNhanVan
C02,24.25,S,XaHoiNhanVan
B00,23.6,I,KhoaHocTuNhien
B03,23.75,I,KhoaHocTuNhien
C02,23.85,S,XaHoiNhanVan
A00,23.75,S,XaHoiNhanVan
C01,24.25,S,XaHoiNhanVan
C02,23,E,Luat_KinhTe
B00,24.25,I,KhoaHocTuNhien
B03,22.5,I,KhoaHocTuNhien
C02,22,C,Luat_KinhTe
A00,25.75,S,XaHoiNhanVan
C01,25.25,S,XaHoiNhanVan
C02,25.75,S,XaHoiNhanVan
A00,26,S,XaHoiNhanVan
C01,25,S,XaHoiNhanVan
C02,26,S,XaHoiNhanVan
C01,23,C,Luat_KinhTe
C01,24.1,S,XaHoiNhanVan
A00,16.25,I,NongNghiep_MoiTruong_ThuySan
C01,19.25,C,KyThuat_CongNghe
C02,17.75,I,NongNghiep_MoiTruong_ThuySan
A00,26.5,S,XaHoiNhanVan
C01,25.5,S,XaHoiNhanVan
C02,24.5,S,XaHoiNhanVan
B00,16.2,I,NongNghiep_MoiTruong_ThuySan
B03,19.35,I,KhoaHocTuNhien
C02,18.85,I,KhoaHocTuNhien
C00,20.6,E,Luat_KinhTe
C00,17.85,S,XaHoiNhanVan
A00,26,S,XaHoiNhanVan
C01,26,S,XaHoiNhanVan
C02,26,S,XaHoiNhanVan
C00,26.25,S,XaHoiNhanVan
C01,24,S,XaHoiNhanVan
C00,20.6,E,Luat_KinhTe
A00,15,I,NongNghiep_MoiTruong_ThuySan
C01,17.5,C,KyThuat_CongNghe
C02,15.25,I,NongNghiep_MoiTruong_ThuySan
C00,17.95,S,XaHoiNhanVan
C00,20.45,C,Luat_KinhTe
A00,22.25,E,Luat_KinhTe
C01,22.5,C,Luat_KinhTe
C02,20.5,I,KhoaHocTuNhien
C00,20.85,E,Luat_KinhTe
B00,26.75,I,KhoaHocTuNhien
B03,26,I,KhoaHocTuNhien
C02,26.25,S,XaHoiNhanVan
A00,19.25,I,KyThuat_CongNghe
C01,21,C,Luat_KinhTe
C02,18.25,I,NongNghiep_MoiTruong_ThuySan
C00,24,S,XaHoiNhanVan
C00,22.75,C,Luat_KinhTe
C00,19.5,E,Luat_KinhTe
B00,23.5,I,KhoaHocTuNhien
B03,23.25,I,KhoaHocTuNhien
C02,23.25,S,XaHoiNhanVan
C00,18.85,E,Luat_KinhTe
A00,24.25,S,XaHoiNhanVan
C01,24.25,S,XaHoiNhanVan
C02,23.75,S,XaHoiNhanVan
C00,22.5,C,Luat_KinhTe
A00,24.5,S,XaHoiNhanVan
C01,25,S,XaHoiNhanVan
C02,25.5,S,XaHoiNhanVan
A00,20,C,KyThuat_CongNghe
C01,20.5,I,KyThuat_CongNghe
C02,19.5,I,KhoaHocTuNhien
C00,19.85,E,Luat_KinhTe
C00,21.5,E,Luat_KinhTe
C00,22.45,C,Luat_KinhTe
A00,19.85,I,KyThuat_CongNghe
C01,20.5,R,KyThuat_CongNghe
C02,18.85,I,KhoaHocTuNhien
C00,19.75,C,Luat_KinhTe
B00,21.5,I,KhoaHocTuNhien
B03,23,I,KhoaHocTuNhien
C02,23.5,S,XaHoiNhanVan
C00,19.5,E,Luat_KinhTe
A00,26.5,S,XaHoiNhanVan
C01,27,S,XaHoiNhanVan
C02,24.5,S,XaHoiNhanVan
B00,26.5,I,KhoaHocTuNhien
B03,25.5,I,KhoaHocTuNhien
C02,25.5,S,XaHoiNhanVan
A00,19.1,R,KyThuat_CongNghe
C01,21.25,E,Luat_KinhTe
C02,18.85,I,KhoaHocTuNhien
C00,18.18,S,XaHoiNhanVan
C00,24.25,S,XaHoiNhanVan
C01,23.5,S,XaHoiNhanVan
C02,15.95,I,NongNghiep_MoiTruong_ThuySan
C00,22.1,C,Luat_KinhTe
C00,21.5,E,Luat_KinhTe
C00,18,S,XaHoiNhanVan
C00,19.1,C,Luat_KinhTe
A00,25.75,S,XaHoiNhanVan
C01,24.75,S,XaHoiNhanVan
C02,24.5,S,XaHoiNhanVan
A00,19.5,I,KyThuat_CongNghe
C01,17.75,I,KyThuat_CongNghe
C02,16.5,I,NongNghiep_MoiTruong_ThuySan
C00,19.5,C,Luat_KinhTe
C00,19.6,E,Luat_KinhTe
C00,24.5,S,XaHoiNhanVan
C00,19.35,C,Luat_KinhTe
C01,17.5,I,KyThuat_CongNghe
C02,16.5,I,NongNghiep_MoiTruong_ThuySan
C00,22.25,E,Luat_KinhTe
A00,20.85,I,KhoaHocTuNhien
C01,22.6,E,Luat_KinhTe
C02,21.25,I,KhoaHocTuNhien
A00,15.5,I,NongNghiep_MoiTruong_ThuySan
C01,19,R,KyThuat_CongNghe
C02,17,I,NongNghiep_MoiTruong_ThuySan
C00,19.5,C,Luat_KinhTe
A00,28,S,XaHoiNhanVan
C01,27.75,S,XaHoiNhanVan
C02,27.25,S,XaHoiNhanVan
A00,21.25,I,CongNgheThongTin_TruyenThong
C01,22.25,C,Luat_KinhTe
C02,20.25,I,KhoaHocTuNhien
C00,18.85,E,Luat_KinhTe
A00,16.35,I,NongNghiep_MoiTruong_ThuySan
C01,17.35,R,KyThuat_CongNghe
C02,16.6,I,NongNghiep_MoiTruong_ThuySan
A00,25,S,XaHoiNhanVan
C01,23.5,S,XaHoiNhanVan
C02,24,S,XaHoiNhanVan
C00,18.2,S,XaHoiNhanVan
C00,18.35,S,XaHoiNhanVan
A00,15.35,I,NongNghiep_MoiTruong_ThuySan
C01,16.6,I,KyThuat_CongNghe
C02,17,I,NongNghiep_MoiTruong_ThuySan
C00,18.6,E,Luat_KinhTe
A00,23,C,Luat_KinhTe
C01,20.75,E,Luat_KinhTe
C02,19,I,KhoaHocTuNhien
C01,21.35,E,Luat_KinhTe
A00,19.5,C,KyThuat_CongNghe
C01,21,C,Luat_KinhTe
C02,18,I,NongNghiep_MoiTruong_ThuySan
A00,22.25,C,Luat_KinhTe
C01,23.25,S,XaHoiNhanVan
C02,22,E,Luat_KinhTe
A00,19.5,C,KyThuat_CongNghe
C01,20.25,I,KyThuat_CongNghe
C02,20,I,KhoaHocTuNhien
A00,28,S,XaHoiNhanVan
C01,25.75,S,XaHoiNhanVan
C02,25.75,S,XaHoiNhanVan
A00,22.35,E,Luat_KinhTe
C01,21.1,E,Luat_KinhTe
C02,21.25,I,KhoaHocTuNhien
C00,18.35,S,XaHoiNhanVan
C00,19.5,E,Luat_KinhTe
C00,19.5,E,Luat_KinhTe
C00,19.75,E,Luat_KinhTe
C00,25.85,S,XaHoiNhanVan
A00,22,C,Luat_KinhTe
C01,22.75,C,Luat_KinhTe
C02,21.25,I,KhoaHocTuNhien
A00,22.25,C,Luat_KinhTe
C01,24,S,XaHoiNhanVan
C02,23.5,S,XaHoiNhanVan
A00,23.35,S,XaHoiNhanVan
C01,22.6,E,Luat_KinhTe
C02,22.35,C,Luat_KinhTe
B00,24.25,I,KhoaHocTuNhien
B03,24.25,I,KhoaHocTuNhien
C02,25.5,S,XaHoiNhanVan
C00,18.75,E,Luat_KinhTe
C02,16.25,I,NongNghiep_MoiTruong_ThuySan
A00,21.85,E,Luat_KinhTe
C01,20.6,E,Luat_KinhTe
C02,22.75,C,Luat_KinhTe
A00,22.85,C,Luat_KinhTe
C01,23.1,C,Luat_KinhTe
C02,23.25,S,XaHoiNhanVan
A00,21.25,I,CongNgheThongTin_TruyenThong
C01,22.5,E,Luat_KinhTe
C02,20.75,I,KhoaHocTuNhien
A00,21,I,KhoaHocTuNhien
C01,24,S,XaHoiNhanVan
C02,22.5,C,Luat_KinhTe
B00,19,R,KyThuat_CongNghe
B03,21,I,KhoaHocTuNhien
C02,19.5,I,KhoaHocTuNhien
B00,21.5,I,KhoaHocTuNhien
B03,24,I,KhoaHocTuNhien
C02,23,C,Luat_KinhTe
A00,19.75,I,KyThuat_CongNghe
C01,21.25,E,Luat_KinhTe
C02,19.5,I,KhoaHocTuNhien
A00,25,S,XaHoiNhanVan
C01,25,S,XaHoiNhanVan
C02,24.5,S,XaHoiNhanVan
C00,22.75,C,Luat_KinhTe
C00,25.75,S,XaHoiNhanVan
B00,20.95,I,KhoaHocTuNhien
B03,24.6,I,KhoaHocTuNhien
C02,22.35,E,Luat_KinhTe
B00,17.6,R,KyThuat_CongNghe
B03,20.5,I,KhoaHocTuNhien
C02,17.85,I,NongNghiep_MoiTruong_ThuySan
C00,20.85,C,Luat_KinhTe
C00,20,E,Luat_KinhTe
C00,20,C,Luat_KinhTe
B00,18.35,C,KyThuat_CongNghe
B03,20.85,I,KhoaHocTuNhien
C02,18.5,I,KhoaHocTuNhien
C01,21.25,C,Luat_KinhTe
B00,25.25,I,KhoaHocTuNhien
B03,25.5,I,KhoaHocTuNhien
C02,25.75,S,XaHoiNhanVan
C00,18.95,E,Luat_KinhTe
C00,19.95,C,Luat_KinhTe
A00,21.6,C,CongNgheThongTin_TruyenThong
C01,23.35,S,XaHoiNhanVan
C02,22.35,C,Luat_KinhTe
B00,17.1,I,NongNghiep_MoiTruong_ThuySan
B03,19.6,I,KhoaHocTuNhien
C02,18.6,I,KhoaHocTuNhien
A00,24.6,S,XaHoiNhanVan
C01,23.35,S,XaHoiNhanVan
C02,23.5,S,XaHoiNhanVan
C00,20.85,E,Luat_KinhTe
B00,23.5,I,KhoaHocTuNhien
B03,22.5,I,KhoaHocTuNhien
C02,22.25,C,Luat_KinhTe
A00,27,S,XaHoiNhanVan
C01,26.25,S,XaHoiNhanVan
C02,24.75,S,XaHoiNhanVan
B00,20.25,I,KhoaHocTuNhien
B03,21.25,I,KhoaHocTuNhien
C02,20.25,I,KhoaHocTuNhien
C00,25.75,S,XaHoiNhanVan
B00,22,I,KhoaHocTuNhien
B03,22.5,I,KhoaHocTuNhien
C02,22.5,C,Luat_KinhTe
B00,21.25,I,KhoaHocTuNhien
B03,21.5,I,KhoaHocTuNhien
C02,22.5,E,Luat_KinhTe
C00,20.1,C,Luat_KinhTe
A00,25.75,S,XaHoiNhanVan
C01,24.75,S,XaHoiNhanVan
C02,25,S,XaHoiNhanVan
A00,18,I,KyThuat_CongNghe
C01,21,E,Luat_KinhTe
C02,19,I,KhoaHocTuNhien
C00,18.5,E,Luat_KinhTe
C00,23.5,S,XaHoiNhanVan
A00,26.5,S,XaHoiNhanVan
C01,26.25,S,XaHoiNhanVan
C02,25.25,S,XaHoiNhanVan
A00,22,E,Luat_KinhTe
C01,22.25,C,Luat_KinhTe
C02,22.75,C,Luat_KinhTe
A00,20.45,I,KhoaHocTuNhien
C01,19.95,I,KyThuat_CongNghe
C02,21.1,I,KhoaHocTuNhien
C01,19.85,I,KyThuat_CongNghe
C00,22.5,C,Luat_KinhTe
A00,26.5,S,XaHoiNhanVan
C01,25,S,XaHoiNhanVan
C02,25.25,S,XaHoiNhanVan
A00,23.25,S,XaHoiNhanVan
C01,23.25,S,XaHoiNhanVan
C02,23.25,S,XaHoiNhanVan
C01,19.1,I,KyThuat_CongNghe
C00,25.75,S,XaHoiNhanVan
C00,21.6,C,Luat_KinhTe
A00,21.25,I,CongNgheThongTin_TruyenThong
C01,23,C,Luat_KinhTe
C02,21.5,E,Luat_KinhTe
C00,18.45,C,Luat_KinhTe
C00,26.25,S,XaHoiNhanVan
C00,18.2,S,XaHoiNhanVan
C00,22.85,C,Luat_KinhTe
C00,20.1,C,Luat_KinhTe
C00,18.95,C,Luat_KinhTe
A00,24.35,S,XaHoiNhanVan
C01,25.85,S,XaHoiNhanVan
C02,24.5,S,XaHoiNhanVan
C00,22.85,E,Luat_KinhTe
C00,18.95,E,Luat_KinhTe
A00,23.5,S,XaHoiNhanVan
C01,25.5,S,XaHoiNhanVan
C02,23.5,S,XaHoiNhanVan
C00,20.1,C,Luat_KinhTe
C00,18,S,XaHoiNhanVan
C00,21.25,C,Luat_KinhTe
C01,18.25,C,KyThuat_CongNghe
C02,15.85,I,NongNghiep_MoiTruong_ThuySan
C00,19.25,E,Luat_KinhTe
C00,21.6,C,Luat_KinhTe
A00,15.65,I,NongNghiep_MoiTruong_ThuySan
C01,16.2,R,KyThuat_CongNghe
C00,25.5,S,XaHoiNhanVan
C00,23.5,S,XaHoiNhanVan
C00,25,S,XaHoiNhanVan
A00,20,C,KyThuat_CongNghe
C01,22.5,C,Luat_KinhTe
C02,21.5,E,Luat_KinhTe
B00,18.45,C,KyThuat_CongNghe
B03,19.85,I,KhoaHocTuNhien
C02,19.6,I,KhoaHocTuNhien
C00,18.25,S,XaHoiNhanVan
C01,19.75,C,KyThuat_CongNghe
A00,22.85,C,Luat_KinhTe
C01,22.1,E,Luat_KinhTe
C02,21.35,I,KhoaHocTuNhien
C00,20.85,E,Luat_KinhTe
C00,23.75,S,XaHoiNhanVan
A00,23.5,S,XaHoiNhanVan
C01,23.25,S,XaHoiNhanVan
C02,23.25,S,XaHoiNhanVan
C00,18.6,E,Luat_KinhTe
B00,25.25,I,KhoaHocTuNhien
B03,24.25,I,KhoaHocTuNhien
C02,25,S,XaHoiNhanVan
C00,23.6,S,XaHoiNhanVan
C00,27.25,S,XaHoiNhanVan
C00,19.5,C,Luat_KinhTe
C00,20,E,Luat_KinhTe
A00,22.75,E,Luat_KinhTe
C01,23.25,S,XaHoiNhanVan
C02,23,E,Luat_KinhTe
C00,24.75,S,XaHoiNhanVan
C00,26.5,S,XaHoiNhanVan
C00,18.85,C,Luat_KinhTe
C00,22.75,E,Luat_KinhTe
B00,17.75,R,KyThuat_CongNghe
B03,21.75,I,KhoaHocTuNhien
C02,17.75,I,NongNghiep_MoiTruong_ThuySan
C00,18.85,E,Luat_KinhTe
A00,24.25,S,XaHoiNhanVan
C01,24.25,S,XaHoiNhanVan
C02,23.5,S,XaHoiNhanVan
C00,22.1,E,Luat_KinhTe
B00,24.5,I,KhoaHocTuNhien
B03,22.75,I,KhoaHocTuNhien
C02,24.5,S,XaHoiNhanVan
C00,20.75,C,Luat_KinhTe
A00,23.75,S,XaHoiNhanVan
C01,23.75,S,XaHoiNhanVan
C02,22.25,C,Luat_KinhTe
C01,22.25,C,Luat_KinhTe
A00,22.1,C,Luat_KinhTe
C01,23.5,S,XaHoiNhanVan
C02,20.85,I,KhoaHocTuNhien
C00,21.2,C,Luat_KinhTe
C01,16.5,I,KyThuat_CongNghe
C02,15.75,I,NongNghiep_MoiTruong_ThuySan
A00,24.25,S,XaHoiNhanVan
