MaToHop,DiemToHop,NhomTinhCach,NhomNganh
C02,21.6,S,XaHoiNhanVan
C00,25.5,S,XaHoiNhanVan
A00,28.25,I,SuPhamHoaHoc
B00,26.75,I,SuPhamSinhHoc
X01,22.5,C,Luat_KinhTe
D01,24.25,A,NgoaiNgu
A00,26.25,I,SuPhamTinHoc
B00,28.0,I,SuPhamKhoaHocTuNhien
A01,19.25,C,Luat_KinhTe
C01,26.25,S,GiaoDucTieuHoc
B00,28.5,I,SuPhamSinhHoc
D01,24.75,S,SuPhamTiengPhap
D01,25.0,A,NgoaiNgu
A00,28.0,I,SuPhamToanHoc
A00,29.0,I,SuPhamToanHoc
D15,24.0,A,NgoaiNgu
D14,27.75,S,GiaoDucCongDan
C01,18.75,S,XaHoiNhanVan
C02,21.5,I,NongNghiep_MoiTruong_ThuySan
C01,22.25,I,KyThuat_CongNghe
A00,28.75,I,SuPhamHoaHoc
A01,18.75,I,KhoaHocTuNhien
A01,21.75,E,Luat_KinhTe
C02,15.75,I,NongNghiep_MoiTruong_ThuySan
C00,28.75,A,SuPhamLichSu
D01,24.5,I,SuPhamTinHoc
A00,26.75,I,SuPhamKhoaHocTuNhien
A00,27.25,I,SuPhamKhoaHocTuNhien
C01,20.75,E,Luat_KinhTe
A00,27.25,S,GiaoDucTieuHoc
D01,22.5,I,KhoaHocTuNhien
B03,25.75,I,SuPhamSinhHoc
C01,18.85,C,KyThuat_CongNghe
B00,26.0,I,SuPhamSinhHoc
A00,26.75,S,GiaoDucTieuHoc
D09,25.75,A,NgoaiNgu
A01,28.0,I,SuPhamToanHoc
C01,22.75,R,KyThuat_CongNghe
C01,28.5,S,GiaoDucTieuHoc
D01,28.0,S,SuPhamTiengAnh
D01,19.75,R,NongNghiep_MoiTruong_ThuySan
D01,23.75,A,SuPhamTiengPhap
A00,27.5,S,GiaoDucTieuHoc
A00,27.75,I,SuPhamToanHoc
D01,16.5,I,NongNghiep_MoiTruong_ThuySan
C00,21.35,E,Luat_KinhTe
A00,28.75,I,SuPhamHoaHoc
D01,20.75,R,NongNghiep_MoiTruong_ThuySan
X70,24.25,A,XaHoiNhanVan
B00,26.75,I,SuPhamKhoaHocTuNhien
A00,27.5,I,SuPhamVatLy
D01,17.85,I,KhoaHocTuNhien
D01,19.5,C,Luat_KinhTe
D01,23.75,A,SuPhamTiengPhap
C01,22.6,I,KyThuat_CongNghe
A01,18.85,R,KyThuat_CongNghe
D15,23.25,A,NgoaiNgu
A00,28.5,I,SuPhamToanHoc
D01,15.5,I,NongNghiep_MoiTruong_ThuySan
A01,27.0,I,SuPhamTinHoc
C00,28.75,S,SuPhamNguVan
C00,28.0,S,GiaoDucCongDan
D01,24.0,A,NgoaiNgu
C01,22.75,E,Luat_KinhTe
A01,27.25,I,SuPhamVatLy
A00,28.75,I,SuPhamToanHoc
D01,18.35,S,XaHoiNhanVan
A00,26.0,I,SuPhamKhoaHocTuNhien
D01,27.0,S,SuPhamTiengAnh
C02,20.75,C,Luat_KinhTe
C00,29.0,A,SuPhamDiaLy
D15,24.0,A,NgoaiNgu
A00,27.5,I,SuPhamHoaHoc
A00,28.5,I,SuPhamTinHoc
B00,27.75,I,SuPhamKhoaHocTuNhien
C01,21.5,I,KyThuat_CongNghe
C00,29.5,S,SuPhamLichSu
A01,22.0,E,Luat_KinhTe
D01,17.5,I,NongNghiep_MoiTruong_ThuySan
D01,23.75,A,NgoaiNgu
D01,18.75,I,NongNghiep_MoiTruong_ThuySan
B00,26.5,I,SuPhamSinhHoc
D01,22.0,A,XaHoiNhanVan
D01,18.5,A,XaHoiNhanVan
D01,24.75,I,SuPhamTinHoc
A01,22.75,R,CongNgheThongTin_TruyenThong
B00,26.25,I,SuPhamSinhHoc
A00,27.25,I,SuPhamVatLy
C01,26.75,S,GiaoDucTieuHoc
A00,27.25,I,SuPhamHoaHoc
C01,18.35,I,KyThuat_CongNghe
D01,22.5,I,CongNgheThongTin_TruyenThong
D07,18.1,I,KhoaHocTuNhien
A00,28.0,I,SuPhamKhoaHocTuNhien
A01,28.0,I,SuPhamToanHoc
C02,19.0,E,Luat_KinhTe
A00,25.25,I,SuPhamTinHoc
D01,18.35,R,CongNgheThongTin_TruyenThong
D09,24.0,A,NgoaiNgu
A00,27.5,I,SuPhamHoaHoc
D01,23.75,A,NgoaiNgu
A01,23.25,R,KyThuat_CongNghe
B00,27.75,I,SuPhamSinhHoc
A00,28.75,I,SuPhamVatLy
A00,27.25,I,SuPhamKhoaHocTuNhien
A00,26.25,S,GiaoDucTieuHoc
A00,25.0,I,SuPhamTinHoc
D01,21.75,S,XaHoiNhanVan
D07,19.25,A,XaHoiNhanVan
A01,22.25,I,KhoaHocTuNhien
D01,24.5,S,SuPhamTiengPhap
C02,19.5,S,XaHoiNhanVan
C02,18.0,A,XaHoiNhanVan
A01,26.25,I,SuPhamKhoaHocTuNhien
A00,19.1,I,CongNgheThongTin_TruyenThong
A00,22.25,I,CongNgheThongTin_TruyenThong
A00,21.35,I,NongNghiep_MoiTruong_ThuySan
A01,24.5,I,SuPhamTinHoc
B00,27.25,I,SuPhamHoaHoc
B00,25.75,I,SuPhamSinhHoc
A00,27.75,I,SuPhamVatLy
B00,26.0,I,SuPhamSinhHoc
D01,25.75,A,SuPhamTiengPhap
A00,19.25,C,CongNgheThongTin_TruyenThong
D01,22.75,A,SuPhamTiengPhap
D01,18.2,I,NongNghiep_MoiTruong_ThuySan
A00,26.35,S,GiaoDucTieuHoc
A00,27.0,S,GiaoDucTieuHoc
A00,27.5,I,SuPhamKhoaHocTuNhien
B00,26.0,I,SuPhamSinhHoc
A00,25.6,I,SuPhamTinHoc
A00,23.25,R,KyThuat_CongNghe
D01,25.0,A,SuPhamTiengPhap
C00,28.0,S,GiaoDucCongDan
A00,25.75,I,SuPhamTinHoc
B00,27.5,I,SuPhamSinhHoc
B03,27.25,I,SuPhamSinhHoc
D01,24.25,A,SuPhamTiengPhap
A00,27.5,I,SuPhamHoaHoc
X01,18.6,A,XaHoiNhanVan
D01,23.75,A,SuPhamTiengPhap
A00,26.1,S,GiaoDucTieuHoc
D07,20.6,E,Luat_KinhTe
A00,28.25,I,SuPhamHoaHoc
A00,26.5,I,SuPhamTinHoc
C00,28.0,S,GiaoDucCongDan
C00,28.25,S,SuPhamNguVan
C01,28.25,S,GiaoDucTieuHoc
A00,26.25,I,SuPhamKhoaHocTuNhien
D01,23.25,S,SuPhamTiengPhap
D01,18.5,S,XaHoiNhanVan
D01,25.75,I,SuPhamTinHoc
A00,20.75,I,KhoaHocTuNhien
D01,24.75,I,SuPhamTinHoc
C02,26.5,I,KhoaHocTuNhien
A01,27.75,I,SuPhamVatLy
A00,26.5,I,SuPhamTinHoc
A00,27.5,I,SuPhamVatLy
D14,26.6,A,NgoaiNgu
A00,27.25,I,SuPhamKhoaHocTuNhien
A00,26.75,I,SuPhamKhoaHocTuNhien
A00,28.0,I,SuPhamKhoaHocTuNhien
A01,19.5,R,KyThuat_CongNghe
C00,28.5,A,SuPhamNguVan
D01,16.75,R,NongNghiep_MoiTruong_ThuySan
D01,19.1,I,KhoaHocTuNhien
C01,26.25,S,GiaoDucTieuHoc
A01,19.1,I,CongNgheThongTin_TruyenThong
C02,17.92,I,NongNghiep_MoiTruong_ThuySan
B00,26.0,I,SuPhamSinhHoc
C01,27.0,S,GiaoDucTieuHoc
C02,21.5,I,KhoaHocTuNhien
A00,23.75,S,XaHoiNhanVan
D01,18.0,I,KhoaHocTuNhien
A00,27.75,I,SuPhamToanHoc
A01,20.75,I,KhoaHocTuNhien
A00,27.25,I,SuPhamHoaHoc
A00,26.75,S,GiaoDucTieuHoc
A00,24.0,I,NongNghiep_MoiTruong_ThuySan
B03,26.0,I,SuPhamSinhHoc
B00,29.25,I,SuPhamSinhHoc
D14,27.25,S,SuPhamTiengAnh
D01,19.25,I,CongNgheThongTin_TruyenThong
A00,26.75,S,GiaoDucTieuHoc
D01,19.25,E,Luat_KinhTe
C00,28.75,S,SuPhamDiaLy
D01,23.5,E,Luat_KinhTe
B03,27.0,I,SuPhamSinhHoc
D01,25.25,I,SuPhamTinHoc
A01,26.25,I,SuPhamKhoaHocTuNhien
D01,23.0,A,NgoaiNgu
D15,23.25,A,NgoaiNgu
A00,28.25,I,SuPhamHoaHoc
D09,25.75,A,NgoaiNgu
A00,27.5,I,SuPhamVatLy
A00,28.25,C,KyThuat_CongNghe
A01,19.0,R,KyThuat_CongNghe
X01,22.35,S,XaHoiNhanVan
C00,22.75,A,XaHoiNhanVan
A01,22.25,C,Luat_KinhTe
A00,21.25,R,NongNghiep_MoiTruong_ThuySan
A00,27.5,I,SuPhamVatLy
D01,23.75,R,CongNgheThongTin_TruyenThong
C01,18.0,S,XaHoiNhanVan
A00,28.0,I,SuPhamToanHoc
A00,27.5,I,SuPhamKhoaHocTuNhien
A00,26.75,I,SuPhamKhoaHocTuNhien
D01,18.25,R,CongNgheThongTin_TruyenThong
D01,22.75,S,SuPhamTiengPhap
D01,24.75,I,SuPhamTinHoc
B03,27.0,I,SuPhamSinhHoc
A00,24.75,I,SuPhamTinHoc
X01,22.25,C,Luat_KinhTe
A00,27.25,I,SuPhamVatLy
C02,20.25,I,KhoaHocTuNhien
A00,28.5,S,GiaoDucTieuHoc
A01,27.75,I,SuPhamToanHoc
C02,19.75,I,NongNghiep_MoiTruong_ThuySan
A00,26.0,C,Luat_KinhTe
A00,19.75,R,NongNghiep_MoiTruong_ThuySan
D14,26.85,A,SuPhamTiengAnh
D14,23.25,A,NgoaiNgu
C01,26.25,S,GiaoDucTieuHoc
D01,25.75,A,XaHoiNhanVan
C01,21.5,S,XaHoiNhanVan
B00,22.0,R,NongNghiep_MoiTruong_ThuySan
D01,23.25,A,NgoaiNgu
D01,26.5,I,SuPhamTinHoc
A01,15.6,C,KyThuat_CongNghe
D01,23.25,I,KhoaHocTuNhien
A01,24.5,I,SuPhamTinHoc
D01,18.35,C,CongNgheThongTin_TruyenThong
A01,26.25,I,SuPhamKhoaHocTuNhien
B03,26.0,I,SuPhamSinhHoc
A00,27.5,I,SuPhamHoaHoc
A00,21.85,R,NongNghiep_MoiTruong_ThuySan
C00,18.5,E,Luat_KinhTe
D01,19.25,E,Luat_KinhTe
A00,21.5,I,NongNghiep_MoiTruong_ThuySan
D14,25.25,A,NgoaiNgu
C01,16.75,C,KyThuat_CongNghe
D14,24.5,S,SuPhamTiengPhap
C00,28.25,A,SuPhamNguVan
A00,27.25,I,SuPhamTinHoc
D01,23.5,A,NgoaiNgu
A00,26.25,S,GiaoDucTieuHoc
D01,25.25,A,NgoaiNgu
D14,27.0,S,SuPhamTiengPhap
D01,20.0,C,CongNgheThongTin_TruyenThong
A00,26.5,S,GiaoDucTieuHoc
D09,23.75,A,NgoaiNgu
D14,18.5,S,XaHoiNhanVan
A01,22.5,E,Luat_KinhTe
A00,28.0,I,SuPhamVatLy
A00,28.75,I,SuPhamKhoaHocTuNhien
B00,28.75,I,SuPhamSinhHoc
C00,28.0,S,GiaoDucCongDan
A00,18.85,I,KhoaHocTuNhien
C00,28.75,S,GiaoDucCongDan
C01,20.5,C,Luat_KinhTe
C00,28.75,A,SuPhamLichSu
B03,26.25,I,SuPhamSinhHoc
B03,25.75,I,SuPhamSinhHoc
B03,25.75,I,SuPhamSinhHoc
A00,19.25,I,KhoaHocTuNhien
D01,24.0,R,CongNgheThongTin_TruyenThong
A00,27.75,I,SuPhamToanHoc
A00,24.5,I,SuPhamTinHoc
C02,20.25,E,Luat_KinhTe
C01,26.75,S,GiaoDucTieuHoc
X01,19.75,E,Luat_KinhTe
C01,19.0,E,Luat_KinhTe
A01,24.75,I,KhoaHocTuNhien
B00,26.25,I,SuPhamSinhHoc
A01,15.25,I,NongNghiep_MoiTruong_ThuySan
D09,23.25,A,NgoaiNgu
A00,26.5,S,GiaoDucTieuHoc
A00,28.5,I,SuPhamHoaHoc
A00,22.85,R,CongNgheThongTin_TruyenThong
A00,27.0,I,SuPhamKhoaHocTuNhien
D01,18.75,C,CongNgheThongTin_TruyenThong
C01,27.25,S,GiaoDucTieuHoc
D01,27.5,S,SuPhamTiengAnh
A00,28.0,I,SuPhamKhoaHocTuNhien
A00,20.75,C,Luat_KinhTe
D14,26.0,A,SuPhamTiengPhap
C00,21.25,A,XaHoiNhanVan
B00,26.5,I,SuPhamKhoaHocTuNhien
A01,27.75,I,SuPhamToanHoc
A00,28.5,I,SuPhamHoaHoc
A00,28.75,I,SuPhamHoaHoc
D01,18.5,C,Luat_KinhTe
A00,27.25,I,SuPhamVatLy
A00,17.75,R,NongNghiep_MoiTruong_ThuySan
B03,26.75,I,SuPhamSinhHoc
C00,25.75,A,XaHoiNhanVan
D01,25.75,A,NgoaiNgu
D15,23.0,A,NgoaiNgu
C01,22.75,C,Luat_KinhTe
D01,22.0,I,CongNgheThongTin_TruyenThong
A01,28.0,I,SuPhamToanHoc
A01,25.5,I,SuPhamTinHoc
A00,27.75,I,SuPhamToanHoc
A00,22.75,I,KhoaHocTuNhien
C01,26.25,S,GiaoDucTieuHoc
D07,27.75,I,SuPhamToanHoc
D01,25.0,A,NgoaiNgu
C02,23.1,S,XaHoiNhanVan
C02,24.25,I,KhoaHocTuNhien
B00,25.75,I,SuPhamSinhHoc
C01,27.0,S,GiaoDucTieuHoc
A00,20.0,C,KyThuat_CongNghe
D01,25.5,A,NgoaiNgu
B00,17.25,I,KhoaHocTuNhien
C01,17.35,R,KyThuat_CongNghe
D01,25.0,I,SuPhamTinHoc
A00,27.25,I,SuPhamVatLy
D01,26.75,S,GiaoDucTieuHoc
A01,19.5,C,CongNgheThongTin_TruyenThong
A00,26.0,S,XaHoiNhanVan
A00,15.1,I,KyThuat_CongNghe
A00,29.5,S,GiaoDucTieuHoc
A00,27.25,I,SuPhamVatLy
D01,23.5,I,KhoaHocTuNhien
A00,27.25,I,SuPhamVatLy
D01,18.75,R,CongNgheThongTin_TruyenThong
A00,27.75,S,GiaoDucTieuHoc
A00,27.25,S,GiaoDucTieuHoc
D01,21.0,E,Luat_KinhTe
A00,24.75,I,KyThuat_CongNghe
D01,24.0,A,SuPhamTiengPhap
D01,19.5,I,CongNgheThongTin_TruyenThong
B00,25.6,I,SuPhamSinhHoc
A00,23.0,S,XaHoiNhanVan
D01,17.75,I,KhoaHocTuNhien
B00,24.5,I,NongNghiep_MoiTruong_ThuySan
A00,27.0,I,SuPhamTinHoc
D15,25.75,A,NgoaiNgu
A00,25.6,I,KhoaHocTuNhien
D14,24.75,S,SuPhamTiengPhap
D01,21.25,C,CongNgheThongTin_TruyenThong
D01,24.5,I,CongNgheThongTin_TruyenThong
D15,26.25,A,NgoaiNgu
D01,22.75,A,SuPhamTiengPhap
C00,28.5,A,SuPhamDiaLy
A00,28.75,I,SuPhamToanHoc
B00,18.35,R,KyThuat_CongNghe
D01,24.25,I,NongNghiep_MoiTruong_ThuySan
C01,22.0,S,XaHoiNhanVan
B00,26.0,I,SuPhamSinhHoc
C02,22.6,I,KhoaHocTuNhien
A00,16.45,C,KyThuat_CongNghe
A01,27.5,I,SuPhamVatLy
B00,19.1,I,NongNghiep_MoiTruong_ThuySan
A00,26.5,I,SuPhamTinHoc
A00,28.25,I,SuPhamTinHoc
B03,19.35,I,KhoaHocTuNhien
A00,27.0,I,SuPhamKhoaHocTuNhien
D01,17.25,I,KhoaHocTuNhien
D01,18.25,I,KhoaHocTuNhien
B00,27.75,I,SuPhamSinhHoc
C00,27.75,S,GiaoDucCongDan
A01,27.75,I,SuPhamVatLy
A00,27.25,I,SuPhamHoaHoc
A01,20.0,R,KyThuat_CongNghe
A01,27.0,I,SuPhamKhoaHocTuNhien
A00,26.75,S,GiaoDucTieuHoc
B00,26.5,I,SuPhamSinhHoc
D01,18.5,R,CongNgheThongTin_TruyenThong
A00,27.75,I,SuPhamHoaHoc
B00,28.75,I,SuPhamSinhHoc
D01,18.5,I,KhoaHocTuNhien
A00,29.25,I,SuPhamVatLy
B00,28.5,I,SuPhamSinhHoc
C01,26.75,S,GiaoDucTieuHoc
D01,24.25,A,NgoaiNgu
A01,27.75,I,SuPhamVatLy
D14,25.75,A,NgoaiNgu
C01,26.5,S,GiaoDucTieuHoc
D15,23.25,A,NgoaiNgu
D01,27.0,S,GiaoDucTieuHoc
D01,23.85,S,SuPhamTiengPhap
C00,28.5,S,SuPhamDiaLy
A00,28.75,I,SuPhamHoaHoc
A00,26.5,S,GiaoDucTieuHoc
B03,26.25,I,SuPhamSinhHoc
D01,19.25,R,CongNgheThongTin_TruyenThong
D14,22.75,S,SuPhamTiengPhap
A00,19.25,R,CongNgheThongTin_TruyenThong
A01,19.75,R,NongNghiep_MoiTruong_ThuySan
C01,21.5,A,XaHoiNhanVan
B00,26.25,I,SuPhamSinhHoc
A01,21.0,I,NongNghiep_MoiTruong_ThuySan
C01,23.5,E,Luat_KinhTe
A01,18.6,I,CongNgheThongTin_TruyenThong
A01,19.45,R,NongNghiep_MoiTruong_ThuySan
X70,20.1,A,XaHoiNhanVan
D01,22.5,R,CongNgheThongTin_TruyenThong
A01,26.25,I,SuPhamKhoaHocTuNhien
C01,20.6,A,XaHoiNhanVan
C00,23.25,E,Luat_KinhTe
A00,21.1,C,Luat_KinhTe
A01,16.7,R,NongNghiep_MoiTruong_ThuySan
A01,17.0,C,KyThuat_CongNghe
B00,26.25,I,SuPhamKhoaHocTuNhien
A00,27.0,I,SuPhamKhoaHocTuNhien
A00,27.75,I,SuPhamVatLy
D01,26.25,S,GiaoDucTieuHoc
C01,21.6,C,KyThuat_CongNghe
D15,24.5,A,NgoaiNgu
A00,28.25,I,SuPhamToanHoc
B00,28.0,I,SuPhamKhoaHocTuNhien
A00,26.0,I,SuPhamKhoaHocTuNhien
C00,24.0,C,Luat_KinhTe
A01,28.75,I,SuPhamVatLy
D01,21.5,I,CongNgheThongTin_TruyenThong
A01,19.6,C,Luat_KinhTe
D01,23.5,S,SuPhamTiengPhap
C02,22.0,I,KhoaHocTuNhien
A01,21.25,I,KyThuat_CongNghe
D01,26.0,A,NgoaiNgu
B00,28.25,I,SuPhamSinhHoc
D01,20.6,I,KhoaHocTuNhien
A00,26.75,S,GiaoDucTieuHoc
A00,29.25,I,SuPhamHoaHoc
D01,23.75,C,CongNgheThongTin_TruyenThong
D01,26.5,S,SuPhamTiengPhap
D01,24.25,A,NgoaiNgu
D01,26.5,S,SuPhamTiengPhap
C01,20.1,E,Luat_KinhTe
A00,28.75,I,SuPhamToanHoc
D01,25.25,A,NgoaiNgu
A00,28.5,I,SuPhamHoaHoc
C02,17.75,I,NongNghiep_MoiTruong_ThuySan
B00,28.25,I,SuPhamSinhHoc
A00,23.25,S,XaHoiNhanVan
D01,23.0,A,SuPhamTiengPhap
B03,18.25,I,KhoaHocTuNhien
D14,24.0,A,SuPhamTiengPhap
D01,22.75,A,SuPhamTiengPhap
A01,24.0,I,KyThuat_CongNghe
A00,27.75,I,SuPhamVatLy
B03,26.0,I,SuPhamSinhHoc
A00,27.25,C,Luat_KinhTe
A00,28.75,I,SuPhamToanHoc
B00,25.75,I,SuPhamSinhHoc
A00,27.5,I,SuPhamHoaHoc
A00,26.25,I,SuPhamKhoaHocTuNhien
A01,27.75,I,SuPhamToanHoc
D07,18.75,R,KyThuat_CongNghe
A00,24.5,I,SuPhamTinHoc
D01,24.0,A,NgoaiNgu
A00,22.25,R,NongNghiep_MoiTruong_ThuySan
C02,21.1,A,XaHoiNhanVan
C00,27.75,S,GiaoDucCongDan
D09,24.6,A,NgoaiNgu
D01,19.0,E,Luat_KinhTe
C02,23.5,S,XaHoiNhanVan
A01,24.6,I,SuPhamTinHoc
D01,25.75,A,SuPhamTiengPhap
A01,21.0,R,NongNghiep_MoiTruong_ThuySan
A00,27.25,I,SuPhamHoaHoc
D01,17.75,I,CongNgheThongTin_TruyenThong
D01,18.0,A,XaHoiNhanVan
D01,23.75,A,NgoaiNgu
A00,28.5,I,SuPhamVatLy
C01,19.75,C,KyThuat_CongNghe
D01,25.0,A,SuPhamTiengPhap
A00,22.85,A,XaHoiNhanVan
B00,27.5,I,SuPhamHoaHoc
B00,26.0,I,SuPhamSinhHoc
A00,28.5,I,SuPhamHoaHoc
D01,20.75,A,XaHoiNhanVan
B00,26.75,I,SuPhamSinhHoc
A00,17.35,R,KyThuat_CongNghe
B00,27.5,I,SuPhamSinhHoc
A00,28.25,I,SuPhamKhoaHocTuNhien
C01,24.25,A,XaHoiNhanVan
A00,24.0,A,XaHoiNhanVan
A00,28.0,I,SuPhamVatLy
C00,28.75,S,GiaoDucCongDan
A01,28.0,I,SuPhamToanHoc
A00,22.5,C,KyThuat_CongNghe
D01,20.0,I,KhoaHocTuNhien
D01,19.75,R,NongNghiep_MoiTruong_ThuySan
D01,17.0,I,NongNghiep_MoiTruong_ThuySan
D15,18.0,S,XaHoiNhanVan
X01,21.1,S,XaHoiNhanVan
D01,23.25,S,SuPhamTiengPhap
D01,23.25,A,NgoaiNgu
D01,21.75,I,NongNghiep_MoiTruong_ThuySan
C02,20.5,C,Luat_KinhTe
D09,26.75,A,NgoaiNgu
A00,26.25,S,GiaoDucTieuHoc
A00,26.75,S,GiaoDucTieuHoc
B00,26.0,I,SuPhamSinhHoc
A00,27.0,S,GiaoDucTieuHoc
