MaToHop,DiemToHop,NhomTinhCach,NhomNganh
D01,20.0,A,XaHoiNhanVan
B00,26.75,I,SuPhamSinhHoc
A00,26.0,I,SuPhamKhoaHocTuNhien
A00,28.0,I,SuPhamToanHoc
A00,28.5,I,SuPhamToanHoc
C01,15.75,C,KyThuat_CongNghe
X01,19.6,E,Luat_KinhTe
D14,24.0,S,SuPhamTiengPhap
D01,20.0,C,CongNgheThongTin_TruyenThong
D01,23.0,A,NgoaiNgu
A00,27.5,S,GiaoDucTieuHoc
C02,18.75,I,KhoaHocTuNhien
A00,28.5,S,GiaoDucTieuHoc
A00,26.75,S,GiaoDucTieuHoc
C01,21.25,C,KyThuat_CongNghe
A01,26.25,I,SuPhamKhoaHocTuNhien
A01,28.5,I,SuPhamVatLy
B00,26.5,I,SuPhamKhoaHocTuNhien
C02,20.6,I,KhoaHocTuNhien
B00,27.5,I,SuPhamHoaHoc
A01,25.0,I,SuPhamTinHoc
D01,24.25,A,NgoaiNgu
D01,24.5,I,SuPhamTinHoc
D01,15.0,I,NongNghiep_MoiTruong_ThuySan
C01,18.75,I,KyThuat_CongNghe
D01,23.0,A,SuPhamTiengPhap
D01,24.0,A,NgoaiNgu
B03,26.0,I,SuPhamSinhHoc
C01,21.75,C,Luat_KinhTe
D01,26.25,S,GiaoDucTieuHoc
A00,26.75,I,SuPhamKhoaHocTuNhien
D01,21.0,C,CongNgheThongTin_TruyenThong
D01,20.5,R,CongNgheThongTin_TruyenThong
D01,24.75,I,CongNgheThongTin_TruyenThong
B00,17.5,R,KyThuat_CongNghe
D01,19.25,I,NongNghiep_MoiTruong_ThuySan
A00,28.0,I,SuPhamToanHoc
A01,17.6,I,KyThuat_CongNghe
D14,25.25,S,SuPhamTiengPhap
C01,19.75,I,KyThuat_CongNghe
A00,25.1,I,SuPhamTinHoc
A01,25.5,I,SuPhamTinHoc
A00,25.25,I,KhoaHocTuNhien
D01,23.25,A,SuPhamTiengPhap
D01,24.75,I,SuPhamTinHoc
D01,23.5,A,SuPhamTiengPhap
B00,28.5,I,SuPhamHoaHoc
D01,25.5,S,SuPhamTiengPhap
A00,24.5,C,Luat_KinhTe
D01,18.5,I,NongNghiep_MoiTruong_ThuySan
D01,23.0,A,NgoaiNgu
D01,20.0,I,CongNgheThongTin_TruyenThong
D15,27.5,S,SuPhamTiengAnh
A00,24.5,I,NongNghiep_MoiTruong_ThuySan
C01,25.6,C,KyThuat_CongNghe
A00,18.3,I,CongNgheThongTin_TruyenThong
A00,28.0,I,SuPhamKhoaHocTuNhien
B00,26.25,I,SuPhamKhoaHocTuNhien
D01,26.75,A,NgoaiNgu
C00,18.6,S,XaHoiNhanVan
A01,18.85,I,KhoaHocTuNhien
A00,28.75,S,GiaoDucTieuHoc
C01,20.5,A,XaHoiNhanVan
A00,20.75,R,KyThuat_CongNghe
D01,23.0,I,KhoaHocTuNhien
A00,28.5,S,GiaoDucTieuHoc
B03,18.35,I,KhoaHocTuNhien
A00,19.5,E,Luat_KinhTe
A01,26.75,I,SuPhamKhoaHocTuNhien
C02,21.1,C,Luat_KinhTe
B00,26.25,I,SuPhamKhoaHocTuNhien
A00,24.85,I,SuPhamTinHoc
D01,25.25,I,SuPhamTinHoc
D01,25.75,A,SuPhamTiengPhap
B03,17.25,I,KhoaHocTuNhien
A01,23.75,R,CongNgheThongTin_TruyenThong
D01,24.75,S,SuPhamTiengPhap
D01,21.25,C,CongNgheThongTin_TruyenThong
C01,22.75,R,KyThuat_CongNghe
D07,22.85,I,NongNghiep_MoiTruong_ThuySan
D14,24.0,S,SuPhamTiengPhap
A00,27.5,I,SuPhamKhoaHocTuNhien
D01,23.75,A,NgoaiNgu
D01,25.75,A,NgoaiNgu
C02,25.0,R,NongNghiep_MoiTruong_ThuySan
B00,28.0,I,SuPhamHoaHoc
C01,17.5,R,KyThuat_CongNghe
X01,19.25,S,XaHoiNhanVan
A00,19.75,I,NongNghiep_MoiTruong_ThuySan
A00,25.0,I,SuPhamTinHoc
A00,19.25,S,XaHoiNhanVan
D09,25.25,A,NgoaiNgu
D09,25.5,A,NgoaiNgu
D01,24.75,I,SuPhamTinHoc
D09,18.0,S,XaHoiNhanVan
D01,24.25,A,SuPhamTiengPhap
X01,20.1,C,Luat_KinhTe
D14,23.75,A,NgoaiNgu
B00,26.1,I,SuPhamKhoaHocTuNhien
A00,23.5,I,KhoaHocTuNhien
D01,21.0,E,Luat_KinhTe
A00,15.3,R,NongNghiep_MoiTruong_ThuySan
A00,22.45,I,KhoaHocTuNhien
C02,19.75,S,XaHoiNhanVan
C02,24.5,E,Luat_KinhTe
D09,24.75,A,NgoaiNgu
D01,19.25,I,KhoaHocTuNhien
A00,27.25,I,SuPhamKhoaHocTuNhien
C02,22.75,R,NongNghiep_MoiTruong_ThuySan
A01,26.25,I,SuPhamKhoaHocTuNhien
C02,26.75,A,XaHoiNhanVan
C02,23.1,A,XaHoiNhanVan
C02,21.75,I,KhoaHocTuNhien
A00,23.1,R,KyThuat_CongNghe
C02,21.5,A,XaHoiNhanVan
D01,22.75,A,SuPhamTiengPhap
D01,21.75,R,CongNgheThongTin_TruyenThong
D01,19.0,A,XaHoiNhanVan
D01,23.5,A,NgoaiNgu
D14,24.0,A,NgoaiNgu
C02,27.5,E,Luat_KinhTe
A00,27.6,I,SuPhamHoaHoc
C01,27.0,S,XaHoiNhanVan
C02,21.5,I,KhoaHocTuNhien
A00,27.5,I,SuPhamHoaHoc
A00,22.0,E,Luat_KinhTe
A00,26.0,I,SuPhamTinHoc
C02,23.5,I,NongNghiep_MoiTruong_ThuySan
B00,26.75,I,SuPhamSinhHoc
A00,22.75,A,XaHoiNhanVan
D14,25.25,S,SuPhamTiengPhap
D01,22.75,I,KhoaHocTuNhien
D01,18.5,R,NongNghiep_MoiTruong_ThuySan
D01,27.75,S,SuPhamTiengAnh
B03,26.5,I,SuPhamSinhHoc
D01,25.5,A,NgoaiNgu
C01,21.0,I,KyThuat_CongNghe
X70,19.75,A,XaHoiNhanVan
D01,19.75,S,XaHoiNhanVan
D01,27.5,S,SuPhamTiengAnh
C01,27.25,S,GiaoDucTieuHoc
C02,20.75,S,XaHoiNhanVan
C01,20.45,A,XaHoiNhanVan
A01,27.25,I,SuPhamKhoaHocTuNhien
A00,27.0,S,GiaoDucTieuHoc
D01,20.25,R,CongNgheThongTin_TruyenThong
B00,27.25,I,SuPhamKhoaHocTuNhien
C01,26.75,S,GiaoDucTieuHoc
D01,22.0,R,CongNgheThongTin_TruyenThong
D01,23.25,A,SuPhamTiengPhap
B00,28.25,I,SuPhamHoaHoc
B00,26.0,I,SuPhamKhoaHocTuNhien
D14,27.0,S,SuPhamTiengAnh
C02,15.75,I,NongNghiep_MoiTruong_ThuySan
D01,21.25,I,KhoaHocTuNhien
D01,20.0,I,KhoaHocTuNhien
D09,24.0,S,XaHoiNhanVan
A01,23.25,I,NongNghiep_MoiTruong_ThuySan
C02,19.25,R,NongNghiep_MoiTruong_ThuySan
B00,26.5,I,SuPhamKhoaHocTuNhien
A00,28.0,I,SuPhamVatLy
A00,27.25,I,SuPhamVatLy
D01,20.0,C,CongNgheThongTin_TruyenThong
D01,26.75,S,GiaoDucTieuHoc
D01,18.5,R,CongNgheThongTin_TruyenThong
D01,20.5,C,Luat_KinhTe
D01,27.25,A,XaHoiNhanVan
C00,22.0,C,Luat_KinhTe
C01,21.75,E,Luat_KinhTe
C01,22.25,A,XaHoiNhanVan
A00,28.5,I,SuPhamToanHoc
D01,25.0,A,NgoaiNgu
A00,27.25,I,SuPhamHoaHoc
D14,23.75,S,SuPhamTiengPhap
C01,16.35,R,KyThuat_CongNghe
D01,25.0,I,CongNgheThongTin_TruyenThong
B00,26.0,I,SuPhamSinhHoc
A01,27.0,I,SuPhamKhoaHocTuNhien
C01,20.5,S,XaHoiNhanVan
D09,24.0,A,XaHoiNhanVan
X25,15.6,I,NongNghiep_MoiTruong_ThuySan
A00,26.1,I,SuPhamTinHoc
D01,23.0,A,NgoaiNgu
A00,28.75,I,SuPhamHoaHoc
D01,26.0,C,Luat_KinhTe
A01,28.25,I,SuPhamVatLy
B00,28.0,I,SuPhamKhoaHocTuNhien
D01,21.5,C,CongNgheThongTin_TruyenThong
C00,19.35,E,Luat_KinhTe
C01,24.75,E,Luat_KinhTe
C01,21.5,S,XaHoiNhanVan
A00,23.5,S,XaHoiNhanVan
D01,23.75,S,SuPhamTiengPhap
X01,19.85,S,XaHoiNhanVan
D01,25.25,I,SuPhamTinHoc
D01,26.25,S,GiaoDucTieuHoc
D01,26.0,S,SuPhamTiengPhap
C02,18.7,I,KhoaHocTuNhien
C01,20.25,C,KyThuat_CongNghe
C01,24.25,C,Luat_KinhTe
C00,20.6,C,Luat_KinhTe
D01,26.5,A,NgoaiNgu
A01,18.5,R,NongNghiep_MoiTruong_ThuySan
B03,26.0,I,SuPhamSinhHoc
A01,16.75,I,KyThuat_CongNghe
D01,20.5,A,XaHoiNhanVan
A01,23.25,C,KyThuat_CongNghe
A00,21.75,I,NongNghiep_MoiTruong_ThuySan
C02,20.25,I,NongNghiep_MoiTruong_ThuySan
C01,27.5,S,GiaoDucTieuHoc
D01,23.75,S,SuPhamTiengPhap
B00,27.25,I,SuPhamKhoaHocTuNhien
A01,23.75,I,KyThuat_CongNghe
A01,26.25,I,SuPhamKhoaHocTuNhien
A00,18.0,I,KhoaHocTuNhien
D01,25.25,C,CongNgheThongTin_TruyenThong
D01,23.0,S,SuPhamTiengPhap
B03,26.0,I,SuPhamSinhHoc
D09,23.75,A,NgoaiNgu
A00,21.6,C,CongNgheThongTin_TruyenThong
D01,24.0,A,SuPhamTiengPhap
C01,18.75,I,KyThuat_CongNghe
A00,27.5,I,SuPhamHoaHoc
C01,24.25,A,XaHoiNhanVan
C01,20.75,I,KyThuat_CongNghe
X25,19.25,A,XaHoiNhanVan
D01,21.25,E,Luat_KinhTe
D01,22.75,A,SuPhamTiengPhap
A01,28.5,I,SuPhamVatLy
A01,18.75,R,CongNgheThongTin_TruyenThong
A00,27.5,I,SuPhamHoaHoc
A00,26.0,I,SuPhamTinHoc
C01,19.5,C,KyThuat_CongNghe
A01,26.5,I,SuPhamKhoaHocTuNhien
A00,25.1,R,KyThuat_CongNghe
A00,26.5,I,SuPhamKhoaHocTuNhien
A00,20.35,C,CongNgheThongTin_TruyenThong
C01,24.0,C,Luat_KinhTe
D01,25.0,A,XaHoiNhanVan
B03,27.5,I,SuPhamSinhHoc
A01,16.75,I,KyThuat_CongNghe
D14,23.75,S,SuPhamTiengPhap
A01,20.25,C,KyThuat_CongNghe
A00,22.5,A,XaHoiNhanVan
A00,27.5,S,GiaoDucTieuHoc
C00,22.35,A,XaHoiNhanVan
C01,26.25,S,GiaoDucTieuHoc
A00,22.5,C,KyThuat_CongNghe
D01,21.5,I,CongNgheThongTin_TruyenThong
C01,16.95,C,KyThuat_CongNghe
D01,25.25,I,SuPhamTinHoc
A00,27.75,I,SuPhamKhoaHocTuNhien
C02,24.25,E,Luat_KinhTe
A00,29.5,I,SuPhamHoaHoc
B00,27.25,I,SuPhamKhoaHocTuNhien
D01,23.25,A,SuPhamTiengPhap
C00,19.45,E,Luat_KinhTe
A01,27.0,I,SuPhamKhoaHocTuNhien
A00,27.5,I,SuPhamHoaHoc
B03,26.0,I,SuPhamSinhHoc
B00,22.1,R,NongNghiep_MoiTruong_ThuySan
D01,22.75,C,Luat_KinhTe
D14,23.5,S,SuPhamTiengPhap
D01,22.75,A,SuPhamTiengPhap
D01,19.0,R,CongNgheThongTin_TruyenThong
B00,26.5,I,SuPhamSinhHoc
A00,27.75,I,SuPhamToanHoc
C02,21.5,R,NongNghiep_MoiTruong_ThuySan
A01,29.0,I,SuPhamKhoaHocTuNhien
C02,23.75,E,Luat_KinhTe
C02,25.0,I,KhoaHocTuNhien
C01,18.85,A,XaHoiNhanVan
C02,22.75,E,Luat_KinhTe
D01,21.0,I,KhoaHocTuNhien
D01,26.5,S,GiaoDucTieuHoc
A00,29.5,I,SuPhamToanHoc
D14,28.25,S,GiaoDucCongDan
A00,25.0,R,CongNgheThongTin_TruyenThong
C00,22.1,E,Luat_KinhTe
A00,19.1,I,KhoaHocTuNhien
D01,24.5,I,SuPhamTinHoc
A01,27.25,I,SuPhamKhoaHocTuNhien
D01,26.25,I,SuPhamTinHoc
C02,24.25,I,KhoaHocTuNhien
A01,27.25,I,SuPhamVatLy
D14,27.25,S,SuPhamTiengAnh
D01,23.75,A,SuPhamTiengPhap
B00,25.75,I,SuPhamSinhHoc
D01,18.75,I,KhoaHocTuNhien
A00,28.0,S,GiaoDucTieuHoc
D01,23.0,C,CongNgheThongTin_TruyenThong
A00,28.0,I,SuPhamTinHoc
D01,17.5,I,KhoaHocTuNhien
A00,25.35,I,SuPhamTinHoc
D01,26.25,I,SuPhamTinHoc
A01,24.75,I,SuPhamTinHoc
A01,18.5,C,KyThuat_CongNghe
A01,25.0,R,CongNgheThongTin_TruyenThong
A00,16.85,C,KyThuat_CongNghe
A00,19.6,I,CongNgheThongTin_TruyenThong
A00,28.0,I,SuPhamKhoaHocTuNhien
D01,19.0,R,NongNghiep_MoiTruong_ThuySan
B00,27.25,I,SuPhamKhoaHocTuNhien
A00,26.25,C,CongNgheThongTin_TruyenThong
A00,19.25,I,KhoaHocTuNhien
A00,27.75,I,SuPhamToanHoc
D01,23.5,A,NgoaiNgu
B00,27.0,I,SuPhamKhoaHocTuNhien
C01,21.25,E,Luat_KinhTe
D14,23.0,S,SuPhamTiengPhap
C02,20.5,I,KhoaHocTuNhien
B00,27.5,I,SuPhamSinhHoc
A01,27.25,I,SuPhamVatLy
A01,23.0,I,KhoaHocTuNhien
A01,18.5,I,KhoaHocTuNhien
B00,26.5,I,SuPhamSinhHoc
D09,24.75,A,NgoaiNgu
A00,26.75,A,XaHoiNhanVan
D01,27.0,S,SuPhamTiengAnh
A01,23.0,R,NongNghiep_MoiTruong_ThuySan
C01,21.5,S,XaHoiNhanVan
B03,25.75,I,SuPhamSinhHoc
A00,18.45,I,CongNgheThongTin_TruyenThong
D01,24.0,S,SuPhamTiengPhap
A01,18.5,C,CongNgheThongTin_TruyenThong
A00,19.5,I,KyThuat_CongNghe
D14,23.5,A,NgoaiNgu
A00,28.0,I,SuPhamTinHoc
A00,16.75,I,KyThuat_CongNghe
D07,19.5,I,CongNgheThongTin_TruyenThong
A01,16.0,R,NongNghiep_MoiTruong_ThuySan
C01,27.25,S,GiaoDucTieuHoc
X01,20.0,E,Luat_KinhTe
B08,25.75,I,SuPhamSinhHoc
X25,17.85,I,NongNghiep_MoiTruong_ThuySan
C02,16.0,I,NongNghiep_MoiTruong_ThuySan
C02,20.25,I,NongNghiep_MoiTruong_ThuySan
D01,15.25,I,NongNghiep_MoiTruong_ThuySan
A00,23.0,C,KyThuat_CongNghe
A01,25.5,E,Luat_KinhTe
A00,26.0,I,SuPhamKhoaHocTuNhien
A01,28.75,I,SuPhamKhoaHocTuNhien
D01,27.25,A,SuPhamTiengAnh
A00,26.0,I,SuPhamKhoaHocTuNhien
A01,23.25,E,Luat_KinhTe
A00,24.75,I,SuPhamTinHoc
A01,24.5,I,SuPhamTinHoc
D01,24.25,A,NgoaiNgu
C00,18.5,C,Luat_KinhTe
B00,28.5,I,SuPhamSinhHoc
A00,23.0,R,NongNghiep_MoiTruong_ThuySan
D01,21.25,A,XaHoiNhanVan
A00,20.1,R,KyThuat_CongNghe
C02,17.7,R,NongNghiep_MoiTruong_ThuySan
D01,25.75,A,NgoaiNgu
D09,23.0,A,NgoaiNgu
A00,21.75,I,KhoaHocTuNhien
C00,20.85,S,XaHoiNhanVan
A01,23.5,R,KyThuat_CongNghe
D01,24.0,S,SuPhamTiengPhap
B00,28.0,I,SuPhamKhoaHocTuNhien
D01,25.5,S,SuPhamTiengPhap
C01,27.25,S,GiaoDucTieuHoc
D01,21.25,R,NongNghiep_MoiTruong_ThuySan
C01,26.5,S,GiaoDucTieuHoc
A00,26.75,I,SuPhamTinHoc
D07,25.5,I,SuPhamTinHoc
A00,26.25,S,GiaoDucTieuHoc
C01,15.25,I,KyThuat_CongNghe
D14,22.85,A,SuPhamTiengPhap
A00,19.5,E,Luat_KinhTe
D01,25.5,I,SuPhamTinHoc
A01,19.5,I,NongNghiep_MoiTruong_ThuySan
A01,21.75,C,CongNgheThongTin_TruyenThong
D14,27.75,A,SuPhamTiengAnh
C01,23.0,A,XaHoiNhanVan
A00,26.75,S,GiaoDucTieuHoc
B00,26.5,I,SuPhamKhoaHocTuNhien
A01,27.0,I,SuPhamKhoaHocTuNhien
A00,27.25,I,SuPhamHoaHoc
A00,27.0,S,GiaoDucTieuHoc
A00,25.75,I,CongNgheThongTin_TruyenThong
D01,23.5,A,SuPhamTiengPhap
A00,26.5,S,GiaoDucTieuHoc
D01,20.25,I,CongNgheThongTin_TruyenThong
B03,25.75,I,SuPhamSinhHoc
A01,19.25,C,CongNgheThongTin_TruyenThong
A00,27.75,I,SuPhamHoaHoc
A00,17.0,R,NongNghiep_MoiTruong_ThuySan
A01,18.25,R,KyThuat_CongNghe
A00,27.75,I,SuPhamKhoaHocTuNhien
D01,24.75,A,NgoaiNgu
A00,23.5,I,KhoaHocTuNhien
D01,19.75,R,NongNghiep_MoiTruong_ThuySan
D14,23.5,A,NgoaiNgu
C01,19.5,C,Luat_KinhTe
X25,15.75,I,NongNghiep_MoiTruong_ThuySan
B00,25.75,I,SuPhamSinhHoc
D01,20.5,C,CongNgheThongTin_TruyenThong
A00,26.25,S,GiaoDucTieuHoc
C01,25.75,A,XaHoiNhanVan
D01,25.0,I,SuPhamTinHoc
D01,17.25,I,KhoaHocTuNhien
D01,18.75,I,NongNghiep_MoiTruong_ThuySan
D01,19.5,A,XaHoiNhanVan
D01,19.5,R,CongNgheThongTin_TruyenThong
B00,26.0,I,SuPhamKhoaHocTuNhien
B00,27.25,I,SuPhamSinhHoc
D01,19.5,C,Luat_KinhTe
D01,23.5,A,NgoaiNgu
D01,21.25,C,CongNgheThongTin_TruyenThong
A01,26.25,I,SuPhamKhoaHocTuNhien
D01,24.25,A,NgoaiNgu
C01,21.0,R,KyThuat_CongNghe
B08,18.75,C,KyThuat_CongNghe
C01,19.35,C,Luat_KinhTe
C01,17.75,R,KyThuat_CongNghe
D01,18.25,I,KhoaHocTuNhien
A00,22.5,S,XaHoiNhanVan
A00,27.25,I,SuPhamVatLy
D01,18.5,C,CongNgheThongTin_TruyenThong
A01,19.0,I,KyThuat_CongNghe
D01,22.5,C,Luat_KinhTe
C01,26.5,S,GiaoDucTieuHoc
A01,20.0,I,CongNgheThongTin_TruyenThong
A00,25.0,I,SuPhamTinHoc
D01,25.25,I,SuPhamTinHoc
D01,18.25,I,KhoaHocTuNhien
D01,20.0,E,Luat_KinhTe
A01,24.5,R,NongNghiep_MoiTruong_ThuySan
A01,18.5,E,Luat_KinhTe
B00,26.25,I,SuPhamSinhHoc
C01,27.25,S,GiaoDucTieuHoc
A00,28.5,I,SuPhamVatLy
A01,20.0,C,CongNgheThongTin_TruyenThong
D01,23.75,A,SuPhamTiengPhap
C00,19.5,E,Luat_KinhTe
C01,22.75,C,Luat_KinhTe
D01,22.0,I,KhoaHocTuNhien
D01,23.5,S,SuPhamTiengPhap
A01,23.25,C,CongNgheThongTin_TruyenThong
D01,17.75,I,CongNgheThongTin_TruyenThong
A01,28.0,I,SuPhamToanHoc
A00,28.0,I,SuPhamHoaHoc
C00,18.5,A,XaHoiNhanVan
B00,26.75,I,SuPhamSinhHoc
D01,20.5,E,Luat_KinhTe
