MaToHop,DiemToHop,NhomTinhCach,NhomNganh
D15,25.0,,NgoaiNgu
D01,24.25,,SuPhamTiengPhap
D01,21.75,E,Luat_KinhTe
A00,25.0,,CongNgheThongTin_TruyenThong
D14,23.35,,SuPhamTiengPhap
D01,21.0,E,Luat_KinhTe
D01,26.0,,SuPhamTinHoc
A00,27.25,,SuPhamTinHoc
D01,21.0,,CongNgheThongTin_TruyenThong
A01,21.85,,NongNghiep_MoiTruong_ThuySan
D01,23.25,,SuPhamTiengPhap
D01,24.5,,SuPhamTiengPhap
C01,20.0,,XaHoiNhanVan
D01,22.75,,KhoaHocTuNhien
D01,25.0,,SuPhamTinHoc
C02,21.5,,KhoaHocTuNhien
B00,27.5,,SuPhamHoaHoc
C01,27.25,,GiaoDucTieuHoc
D01,23.5,,SuPhamTiengPhap
B00,28.0,,SuPhamSinhHoc
X01,24.5,,XaHoiNhanVan
C02,26.75,E,Luat_KinhTe
A00,27.5,,SuPhamKhoaHocTuNhien
D01,20.1,E,Luat_KinhTe
C01,22.0,E,Luat_KinhTe
C01,19.0,,KyThuat_CongNghe
C01,24.0,,KyThuat_CongNghe
A00,27.25,,SuPhamTinHoc
D01,20.1,,XaHoiNhanVan
A01,25.0,E,Luat_KinhTe
D01,19.35,,KhoaHocTuNhien
A00,26.25,,CongNgheThongTin_TruyenThong
C02,19.75,,KhoaHocTuNhien
D01,20.25,,CongNgheThongTin_TruyenThong
C02,24.5,,XaHoiNhanVan
C02,27.25,,XaHoiNhanVan
D01,15.45,,NongNghiep_MoiTruong_ThuySan
D15,23.25,,NgoaiNgu
D01,23.0,,NongNghiep_MoiTruong_ThuySan
A00,19.25,E,Luat_KinhTe
A00,24.75,,SuPhamTinHoc
D01,25.25,,SuPhamTinHoc
C01,25.0,,XaHoiNhanVan
D01,20.25,,CongNgheThongTin_TruyenThong
D01,24.75,,NgoaiNgu
A00,27.5,,SuPhamHoaHoc
A00,25.25,,SuPhamTinHoc
A00,28.5,,SuPhamKhoaHocTuNhien
D01,23.35,,SuPhamTiengPhap
A00,25.75,,SuPhamTinHoc
D14,24.5,,NgoaiNgu
D01,23.0,,KhoaHocTuNhien
X01,18.75,,XaHoiNhanVan
A01,23.75,,NongNghiep_MoiTruong_ThuySan
D01,23.5,,SuPhamTiengPhap
B00,23.35,,KhoaHocTuNhien
D07,18.75,,CongNgheThongTin_TruyenThong
C01,20.6,,KyThuat_CongNghe
C01,22.75,,KyThuat_CongNghe
C01,20.75,,XaHoiNhanVan
D01,23.25,,SuPhamTiengPhap
C02,23.5,,KhoaHocTuNhien
D15,19.35,,XaHoiNhanVan
D01,23.75,,NgoaiNgu
A00,25.25,,SuPhamTinHoc
A00,24.75,,SuPhamTinHoc
D15,23.75,,NgoaiNgu
D01,22.75,,SuPhamTiengPhap
A00,27.75,,GiaoDucTieuHoc
B00,28.25,,SuPhamKhoaHocTuNhien
A00,18.5,,KyThuat_CongNghe
D01,23.0,,NgoaiNgu
X25,22.0,,XaHoiNhanVan
B00,18.75,,KyThuat_CongNghe
A01,22.5,E,Luat_KinhTe
C01,24.5,E,Luat_KinhTe
D01,21.25,,NongNghiep_MoiTruong_ThuySan
D01,17.5,,KhoaHocTuNhien
D01,23.0,,NgoaiNgu
C01,25.75,,KyThuat_CongNghe
C02,19.0,,NongNghiep_MoiTruong_ThuySan
C00,21.75,E,Luat_KinhTe
D01,21.75,,XaHoiNhanVan
C02,17.75,,KhoaHocTuNhien
D14,27.75,,SuPhamTiengAnh
C02,24.25,,NongNghiep_MoiTruong_ThuySan
D14,24.5,,NgoaiNgu
D01,22.6,,SuPhamTiengPhap
C01,22.75,,KyThuat_CongNghe
A00,28.0,,SuPhamVatLy
A00,26.25,,SuPhamTinHoc
D01,24.75,,SuPhamTiengPhap
D01,25.25,,SuPhamTinHoc
D14,27.0,,SuPhamTiengAnh
D01,25.25,,SuPhamTinHoc
C01,26.5,,GiaoDucTieuHoc
C01,25.5,,KyThuat_CongNghe
C02,24.5,,NongNghiep_MoiTruong_ThuySan
C01,22.85,,KyThuat_CongNghe
A00,21.75,,CongNgheThongTin_TruyenThong
D01,21.0,E,Luat_KinhTe
A00,27.0,,GiaoDucTieuHoc
C02,21.5,E,Luat_KinhTe
A01,25.25,,SuPhamTinHoc
C02,27.0,,XaHoiNhanVan
D01,19.75,,CongNgheThongTin_TruyenThong
D01,21.0,,CongNgheThongTin_TruyenThong
C01,26.25,,GiaoDucTieuHoc
C02,18.25,,NongNghiep_MoiTruong_ThuySan
D01,22.0,,XaHoiNhanVan
A00,27.5,,SuPhamHoaHoc
D14,25.75,,NgoaiNgu
C02,22.25,E,Luat_KinhTe
D01,24.5,,CongNgheThongTin_TruyenThong
D01,22.75,,NongNghiep_MoiTruong_ThuySan
D01,20.0,,NongNghiep_MoiTruong_ThuySan
D01,26.0,,NgoaiNgu
D01,23.5,,NgoaiNgu
A01,19.75,,CongNgheThongTin_TruyenThong
A00,26.25,,CongNgheThongTin_TruyenThong
A01,26.75,,SuPhamTinHoc
D01,22.75,,SuPhamTiengPhap
A01,20.5,,KyThuat_CongNghe
D01,23.25,,XaHoiNhanVan
C02,22.75,,NongNghiep_MoiTruong_ThuySan
D15,23.85,,NgoaiNgu
C01,26.75,,GiaoDucTieuHoc
D01,20.5,,XaHoiNhanVan
D15,26.1,,NgoaiNgu
C02,19.25,,NongNghiep_MoiTruong_ThuySan
D01,23.75,,SuPhamTiengPhap
C02,25.25,,NongNghiep_MoiTruong_ThuySan
D01,19.75,,KhoaHocTuNhien
C01,21.0,E,Luat_KinhTe
D14,24.0,,SuPhamTiengPhap
C01,16.5,,KyThuat_CongNghe
D01,21.0,,CongNgheThongTin_TruyenThong
D01,26.0,,KhoaHocTuNhien
C02,25.0,,XaHoiNhanVan
C01,24.5,,KyThuat_CongNghe
D07,21.0,,KyThuat_CongNghe
A01,22.5,,CongNgheThongTin_TruyenThong
D14,25.0,,SuPhamTiengPhap
D14,23.0,,NgoaiNgu
A00,27.5,,GiaoDucTieuHoc
D14,24.25,,SuPhamTiengPhap
D01,26.5,,GiaoDucTieuHoc
D01,24.0,,SuPhamTiengPhap
C01,27.5,,GiaoDucTieuHoc
A00,17.35,,KyThuat_CongNghe
D01,22.5,,CongNgheThongTin_TruyenThong
C02,23.6,,KhoaHocTuNhien
D01,19.25,,CongNgheThongTin_TruyenThong
D01,22.25,,KhoaHocTuNhien
D01,23.0,,KhoaHocTuNhien
A01,24.5,,NongNghiep_MoiTruong_ThuySan
A00,20.5,,KyThuat_CongNghe
A00,20.0,,KhoaHocTuNhien
A01,21.0,,CongNgheThongTin_TruyenThong
C02,25.6,,KhoaHocTuNhien
A00,26.0,,XaHoiNhanVan
C02,24.25,,XaHoiNhanVan
D01,21.5,,KhoaHocTuNhien
X01,22.5,,XaHoiNhanVan
C02,27.25,,NongNghiep_MoiTruong_ThuySan
D01,21.1,,CongNgheThongTin_TruyenThong
D01,23.75,,NgoaiNgu
B00,28.0,,SuPhamKhoaHocTuNhien
D01,17.35,,KhoaHocTuNhien
D01,21.0,,XaHoiNhanVan
D01,24.0,,SuPhamTiengPhap
D01,23.0,,CongNgheThongTin_TruyenThong
A01,19.5,E,Luat_KinhTe
C01,24.5,,XaHoiNhanVan
X01,21.1,E,Luat_KinhTe
X01,20.1,E,Luat_KinhTe
C01,24.25,,KyThuat_CongNghe
A00,24.5,,KyThuat_CongNghe
X25,20.75,,NongNghiep_MoiTruong_ThuySan
D01,24.5,,SuPhamTiengPhap
C01,21.25,E,Luat_KinhTe
D01,22.75,,SuPhamTiengPhap
C01,27.75,,KyThuat_CongNghe
A00,28.0,,SuPhamKhoaHocTuNhien
A00,20.5,,KyThuat_CongNghe
D01,24.75,,SuPhamTiengPhap
D01,23.5,,CongNgheThongTin_TruyenThong
C01,27.5,,GiaoDucTieuHoc
D01,24.0,,NgoaiNgu
A00,21.25,,CongNgheThongTin_TruyenThong
C01,17.45,,KyThuat_CongNghe
A00,25.0,,KhoaHocTuNhien
X01,20.0,,XaHoiNhanVan
B03,18.25,,KhoaHocTuNhien
C01,22.0,E,Luat_KinhTe
B03,21.25,,KhoaHocTuNhien
A00,16.6,,NongNghiep_MoiTruong_ThuySan
C02,25.75,,NongNghiep_MoiTruong_ThuySan
A00,21.25,,KyThuat_CongNghe
D01,26.5,,SuPhamTiengPhap
A01,26.0,,SuPhamTinHoc
C01,23.75,,KyThuat_CongNghe
C02,26.5,,NongNghiep_MoiTruong_ThuySan
D01,25.0,,NgoaiNgu
C02,25.5,,KhoaHocTuNhien
D01,24.5,,SuPhamTiengPhap
D01,25.0,,SuPhamTinHoc
C01,25.5,E,Luat_KinhTe
X02,21.5,,XaHoiNhanVan
C02,19.0,,NongNghiep_MoiTruong_ThuySan
D01,22.75,,SuPhamTiengPhap
C02,26.0,,KhoaHocTuNhien
D01,24.75,,SuPhamTiengPhap
D01,24.5,,KhoaHocTuNhien
D01,24.5,,SuPhamTiengPhap
D01,20.75,,NongNghiep_MoiTruong_ThuySan
X01,23.0,,XaHoiNhanVan
C01,25.25,,XaHoiNhanVan
B03,22.75,,KhoaHocTuNhien
D01,24.5,,KhoaHocTuNhien
D15,23.1,,NgoaiNgu
D01,21.75,,NongNghiep_MoiTruong_ThuySan
A00,22.1,,XaHoiNhanVan
A01,19.75,E,Luat_KinhTe
A00,24.0,,KhoaHocTuNhien
A01,24.75,,SuPhamTinHoc
D01,26.0,,SuPhamTinHoc
C01,19.75,E,Luat_KinhTe
A00,28.5,,SuPhamVatLy
B00,26.0,,KhoaHocTuNhien
D01,20.5,,KhoaHocTuNhien
A01,22.5,,KhoaHocTuNhien
A01,19.75,,CongNgheThongTin_TruyenThong
B00,26.25,,SuPhamKhoaHocTuNhien
D07,23.75,,KyThuat_CongNghe
D01,23.0,,NongNghiep_MoiTruong_ThuySan
C01,18.5,,KyThuat_CongNghe
D01,24.75,,SuPhamTinHoc
D15,25.75,,NgoaiNgu
C01,23.25,,KyThuat_CongNghe
C02,21.5,E,Luat_KinhTe
D01,22.0,,XaHoiNhanVan
C01,21.1,,XaHoiNhanVan
D01,19.75,,CongNgheThongTin_TruyenThong
C01,23.5,,KyThuat_CongNghe
A00,23.1,,CongNgheThongTin_TruyenThong
A00,26.5,,GiaoDucTieuHoc
D14,23.25,,NgoaiNgu
D14,23.75,,SuPhamTiengPhap
D01,23.5,,NgoaiNgu
D01,22.75,,SuPhamTiengPhap
C01,23.75,,KyThuat_CongNghe
D14,24.0,,NgoaiNgu
A00,15.05,,KyThuat_CongNghe
A01,22.25,,CongNgheThongTin_TruyenThong
A00,21.25,E,Luat_KinhTe
D01,25.25,,SuPhamTinHoc
B00,26.5,,SuPhamKhoaHocTuNhien
D14,23.75,,NgoaiNgu
A01,27.5,,SuPhamVatLy
A01,19.45,,CongNgheThongTin_TruyenThong
A01,20.25,,NongNghiep_MoiTruong_ThuySan
D07,24.0,,KhoaHocTuNhien
D01,24.75,,KhoaHocTuNhien
A00,20.0,,KyThuat_CongNghe
A00,20.45,,XaHoiNhanVan
A00,25.0,,KyThuat_CongNghe
D01,23.25,,NgoaiNgu
D01,24.25,,SuPhamTiengPhap
A01,26.0,,CongNgheThongTin_TruyenThong
A00,24.5,,CongNgheThongTin_TruyenThong
D01,21.25,,NongNghiep_MoiTruong_ThuySan
D01,20.6,,CongNgheThongTin_TruyenThong
A01,27.5,,SuPhamVatLy
A01,24.75,,KyThuat_CongNghe
D01,23.0,,SuPhamTiengPhap
C02,18.75,,XaHoiNhanVan
D01,25.5,,NgoaiNgu
D01,23.75,,CongNgheThongTin_TruyenThong
D01,25.0,,SuPhamTiengPhap
X01,20.5,E,Luat_KinhTe
D15,24.5,,NgoaiNgu
C02,23.1,E,Luat_KinhTe
A01,20.5,,NongNghiep_MoiTruong_ThuySan
D01,24.0,,NgoaiNgu
A01,21.1,,CongNgheThongTin_TruyenThong
A00,26.0,,NongNghiep_MoiTruong_ThuySan
C01,19.25,E,Luat_KinhTe
D01,21.25,,KhoaHocTuNhien
D01,20.0,,KhoaHocTuNhien
X01,23.25,,XaHoiNhanVan
D01,24.75,,SuPhamTiengPhap
D01,19.75,,CongNgheThongTin_TruyenThong
C02,24.0,E,Luat_KinhTe
A01,27.25,,SuPhamVatLy
A01,22.75,,KyThuat_CongNghe
A00,21.75,,XaHoiNhanVan
D01,25.5,,SuPhamTinHoc
C02,23.75,E,Luat_KinhTe
B00,16.35,,NongNghiep_MoiTruong_ThuySan
D01,23.0,,NgoaiNgu
D01,26.0,,SuPhamTiengPhap
D01,25.75,,SuPhamTiengPhap
B00,26.5,,SuPhamSinhHoc
A00,22.25,,CongNgheThongTin_TruyenThong
D01,21.25,,CongNgheThongTin_TruyenThong
C01,23.0,E,Luat_KinhTe
D01,23.5,,NgoaiNgu
A01,23.5,,XaHoiNhanVan
D15,27.0,,SuPhamTiengAnh
D01,26.25,,GiaoDucTieuHoc
C02,16.85,,NongNghiep_MoiTruong_ThuySan
A01,21.75,E,Luat_KinhTe
D01,23.25,,NgoaiNgu
D01,23.0,,KhoaHocTuNhien
A00,16.6,,NongNghiep_MoiTruong_ThuySan
D01,23.0,E,Luat_KinhTe
D01,24.5,,SuPhamTinHoc
D01,22.0,E,Luat_KinhTe
D07,25.75,,SuPhamTinHoc
D01,24.25,,XaHoiNhanVan
X01,18.25,,XaHoiNhanVan
D01,23.5,,SuPhamTiengPhap
D01,24.5,,NgoaiNgu
D07,25.75,,KyThuat_CongNghe
A00,21.85,,CongNgheThongTin_TruyenThong
D01,23.25,,NgoaiNgu
X01,18.5,E,Luat_KinhTe
B00,28.0,,SuPhamSinhHoc
A01,25.5,E,Luat_KinhTe
D01,22.0,E,Luat_KinhTe
D09,18.1,,XaHoiNhanVan
D01,24.75,,NgoaiNgu
C02,22.5,,KhoaHocTuNhien
D01,25.25,E,Luat_KinhTe
D14,22.25,,XaHoiNhanVan
D01,19.75,,NongNghiep_MoiTruong_ThuySan
A00,28.0,,GiaoDucTieuHoc
X01,19.5,,XaHoiNhanVan
D01,24.25,,SuPhamTiengPhap
D14,23.0,,SuPhamTiengPhap
C01,25.75,,XaHoiNhanVan
D01,27.75,,SuPhamTinHoc
C02,26.5,,NongNghiep_MoiTruong_ThuySan
D01,25.5,,NgoaiNgu
C02,23.0,,XaHoiNhanVan
D14,27.5,,NgoaiNgu
A01,24.5,,SuPhamTinHoc
X01,23.75,E,Luat_KinhTe
A00,18.0,,CongNgheThongTin_TruyenThong
D01,18.35,,KhoaHocTuNhien
C01,24.0,E,Luat_KinhTe
D01,24.5,,SuPhamTinHoc
A01,18.35,,KyThuat_CongNghe
C00,25.25,E,Luat_KinhTe
D14,24.5,,NgoaiNgu
D09,23.5,,NgoaiNgu
C01,19.35,,XaHoiNhanVan
D01,27.5,,SuPhamTiengPhap
D01,23.0,,KhoaHocTuNhien
B03,26.0,,SuPhamSinhHoc
A00,26.75,,GiaoDucTieuHoc
D01,25.75,,SuPhamTinHoc
D01,25.35,,NgoaiNgu
A01,23.0,,NongNghiep_MoiTruong_ThuySan
D01,18.5,,NongNghiep_MoiTruong_ThuySan
D01,20.75,,CongNgheThongTin_TruyenThong
C01,21.5,E,Luat_KinhTe
D14,22.75,,SuPhamTiengPhap
B08,21.1,,KhoaHocTuNhien
C02,23.0,,NongNghiep_MoiTruong_ThuySan
C00,25.25,E,Luat_KinhTe
C02,25.75,E,Luat_KinhTe
D01,23.75,,SuPhamTiengPhap
D01,19.75,,XaHoiNhanVan
B00,27.5,,SuPhamHoaHoc
D01,22.85,,SuPhamTiengPhap
D01,23.25,,NgoaiNgu
A01,20.75,,CongNgheThongTin_TruyenThong
X74,19.35,,XaHoiNhanVan
D01,23.75,,CongNgheThongTin_TruyenThong
D09,21.25,,XaHoiNhanVan
D14,25.25,,SuPhamTiengPhap
D01,25.75,,NgoaiNgu
C01,27.0,,GiaoDucTieuHoc
C01,22.25,,XaHoiNhanVan
D01,24.5,,NgoaiNgu
C01,26.0,,KyThuat_CongNghe
D01,21.0,,KhoaHocTuNhien
X01,19.25,,XaHoiNhanVan
C01,21.5,,KyThuat_CongNghe
C01,26.25,,GiaoDucTieuHoc
A00,18.6,,CongNgheThongTin_TruyenThong
C01,22.5,,KyThuat_CongNghe
A00,27.0,,NongNghiep_MoiTruong_ThuySan
A00,26.25,,SuPhamTinHoc
D01,26.25,,SuPhamTinHoc
D14,26.25,,NgoaiNgu
C01,21.25,,KyThuat_CongNghe
C01,23.25,,KyThuat_CongNghe
B03,25.75,,SuPhamSinhHoc
C01,23.25,E,Luat_KinhTe
C01,24.0,,KyThuat_CongNghe
D15,24.0,,NgoaiNgu
D01,21.25,,CongNgheThongTin_TruyenThong
D14,24.25,,SuPhamTiengPhap
D01,24.75,,CongNgheThongTin_TruyenThong
D15,24.5,,NgoaiNgu
A00,22.75,,KhoaHocTuNhien
D01,23.0,,SuPhamTiengPhap
D01,22.25,,NongNghiep_MoiTruong_ThuySan
C02,24.75,E,Luat_KinhTe
D01,24.25,,SuPhamTiengPhap
X01,23.5,E,Luat_KinhTe
C01,28.0,,GiaoDucTieuHoc
D01,24.5,,SuPhamTiengPhap
A00,28.75,,GiaoDucTieuHoc
D09,23.5,,NgoaiNgu
D15,23.85,,NgoaiNgu
D01,25.25,,SuPhamTiengPhap
A01,22.5,,KhoaHocTuNhien
D01,16.35,,NongNghiep_MoiTruong_ThuySan
A01,22.5,,NongNghiep_MoiTruong_ThuySan
A01,24.75,,SuPhamTinHoc
C02,24.75,,KhoaHocTuNhien
D01,25.0,,SuPhamTinHoc
D01,26.25,,NgoaiNgu
D01,23.0,,NgoaiNgu
D01,19.75,,CongNgheThongTin_TruyenThong
A00,27.0,,KhoaHocTuNhien
C01,24.25,,KyThuat_CongNghe
A01,21.0,,XaHoiNhanVan
C01,20.0,,XaHoiNhanVan
D14,23.25,,NgoaiNgu
D01,23.25,,NongNghiep_MoiTruong_ThuySan
D01,18.5,,CongNgheThongTin_TruyenThong
C01,18.85,,KyThuat_CongNghe
D01,23.0,,SuPhamTiengPhap
D01,22.6,,SuPhamTiengPhap
A01,26.75,E,Luat_KinhTe
D01,25.25,,SuPhamTinHoc
C01,26.25,,GiaoDucTieuHoc
D01,19.6,,KhoaHocTuNhien
D01,19.35,,CongNgheThongTin_TruyenThong
D01,23.0,,SuPhamTiengPhap
A01,26.25,,SuPhamKhoaHocTuNhien
D14,23.75,,NgoaiNgu
D14,23.75,,SuPhamTiengPhap
A01,24.0,,NongNghiep_MoiTruong_ThuySan
A00,26.5,,KyThuat_CongNghe
D01,17.75,,CongNgheThongTin_TruyenThong
C01,19.75,,KyThuat_CongNghe
D01,23.0,,SuPhamTiengPhap
D01,21.5,E,Luat_KinhTe
D01,24.75,,SuPhamTinHoc
D01,24.75,,SuPhamTinHoc
A00,24.75,,KyThuat_CongNghe
C01,24.75,,KyThuat_CongNghe
B00,26.25,,SuPhamSinhHoc
D01,24.25,,NgoaiNgu
D01,23.25,,SuPhamTiengPhap
D14,24.25,,NgoaiNgu
A01,24.5,,SuPhamTinHoc
A01,18.5,,CongNgheThongTin_TruyenThong
D07,20.0,,CongNgheThongTin_TruyenThong
D14,23.5,,SuPhamTiengPhap
C01,25.25,,KyThuat_CongNghe
D09,23.5,,NgoaiNgu
C01,21.75,E,Luat_KinhTe
A01,23.0,,CongNgheThongTin_TruyenThong
D01,27.0,,SuPhamTinHoc
C02,24.5,E,Luat_KinhTe
D01,24.0,,NongNghiep_MoiTruong_ThuySan
D14,25.5,,NgoaiNgu
D01,20.5,E,Luat_KinhTe
C02,24.25,,NongNghiep_MoiTruong_ThuySan
C01,22.85,,XaHoiNhanVan
D01,23.5,,NgoaiNgu
D01,24.0,,SuPhamTiengPhap
A00,22.0,,CongNgheThongTin_TruyenThong
D01,22.75,,KhoaHocTuNhien
D01,24.25,,NgoaiNgu
D15,23.25,,NgoaiNgu
C02,19.25,,XaHoiNhanVan
D01,22.0,,CongNgheThongTin_TruyenThong
C02,24.25,,XaHoiNhanVan
D01,20.5,,CongNgheThongTin_TruyenThong
D01,18.25,,NongNghiep_MoiTruong_ThuySan
D01,22.5,,XaHoiNhanVan
C02,18.75,,KhoaHocTuNhien
X01,18.7,,XaHoiNhanVan
D01,23.0,,SuPhamTiengPhap
D01,24.75,,SuPhamTiengPhap
C02,24.0,,KhoaHocTuNhien
A01,21.5,,CongNgheThongTin_TruyenThong
A01,26.75,,NongNghiep_MoiTruong_ThuySan
D07,27.5,,SuPhamHoaHoc
A01,26.0,,SuPhamTinHoc
A01,27.0,,SuPhamTinHoc
D01,19.5,,CongNgheThongTin_TruyenThong
C01,24.25,,KyThuat_CongNghe
D01,23.0,E,Luat_KinhTe
D01,22.5,,KhoaHocTuNhien
D01,20.35,,KhoaHocTuNhien
C02,20.25,,XaHoiNhanVan
C01,26.25,,KyThuat_CongNghe
A00,21.5,,NongNghiep_MoiTruong_ThuySan
C02,18.5,E,Luat_KinhTe
A00,24.25,,KhoaHocTuNhien
D01,21.75,,CongNgheThongTin_TruyenThong
D14,24.5,,SuPhamTiengPhap
C02,19.25,,XaHoiNhanVan
X01,22.75,E,Luat_KinhTe
D01,21.75,,NongNghiep_MoiTruong_ThuySan
A00,23.0,,CongNgheThongTin_TruyenThong
C01,20.35,E,Luat_KinhTe
D01,19.25,,KhoaHocTuNhien
A00,18.75,,KyThuat_CongNghe
D01,22.75,,SuPhamTiengPhap
D01,18.25,,NongNghiep_MoiTruong_ThuySan
D14,23.0,,NgoaiNgu
C02,23.0,,KhoaHocTuNhien
D01,24.0,,SuPhamTiengPhap
A01,27.75,,SuPhamTinHoc
D01,22.75,,SuPhamTiengPhap
A00,15.35,,NongNghiep_MoiTruong_ThuySan
D01,25.1,E,Luat_KinhTe
D01,21.5,,NongNghiep_MoiTruong_ThuySan
D01,25.0,,SuPhamTinHoc
D01,20.0,,NongNghiep_MoiTruong_ThuySan
D01,19.0,,CongNgheThongTin_TruyenThong
A01,23.0,,XaHoiNhanVan
D14,23.0,,NgoaiNgu
D01,23.0,,CongNgheThongTin_TruyenThong
A00,21.85,,CongNgheThongTin_TruyenThong
C02,20.25,,XaHoiNhanVan
A01,25.5,,SuPhamTinHoc
D01,22.1,,XaHoiNhanVan
A00,19.75,,CongNgheThongTin_TruyenThong
A00,22.35,,KhoaHocTuNhien
C02,23.0,,NongNghiep_MoiTruong_ThuySan
D14,27.25,,XaHoiNhanVan
C00,22.75,E,Luat_KinhTe
D01,25.5,,SuPhamTinHoc
C01,25.0,,KyThuat_CongNghe
C02,23.5,,NongNghiep_MoiTruong_ThuySan
C01,21.75,,KyThuat_CongNghe
A01,19.25,,CongNgheThongTin_TruyenThong
C01,24.5,,KyThuat_CongNghe
D01,19.5,,CongNgheThongTin_TruyenThong
A01,28.0,,SuPhamVatLy
C01,22.75,,KyThuat_CongNghe
C01,22.5,E,Luat_KinhTe
D14,24.75,,SuPhamTiengPhap
D01,25.0,,CongNgheThongTin_TruyenThong
D09,20.5,,XaHoiNhanVan
D01,20.0,,CongNgheThongTin_TruyenThong
D01,26.0,,SuPhamTiengPhap
A00,20.25,,KhoaHocTuNhien
D01,23.0,,NgoaiNgu
C02,23.25,E,Luat_KinhTe
C02,19.0,,NongNghiep_MoiTruong_ThuySan
B00,25.6,,SuPhamSinhHoc
D01,18.25,,NongNghiep_MoiTruong_ThuySan
C01,25.0,,KyThuat_CongNghe
A00,23.25,,NongNghiep_MoiTruong_ThuySan
A00,16.35,,NongNghiep_MoiTruong_ThuySan
D01,22.85,,SuPhamTiengPhap
D01,22.35,E,Luat_KinhTe
D01,24.75,,NgoaiNgu
D01,17.25,,NongNghiep_MoiTruong_ThuySan
C01,18.25,,KyThuat_CongNghe
A01,26.5,,SuPhamTinHoc
D01,24.25,,NgoaiNgu
D01,23.5,,NgoaiNgu
D14,23.0,,SuPhamTiengPhap
A00,25.75,,CongNgheThongTin_TruyenThong
C01,21.75,,KyThuat_CongNghe
C02,26.25,,NongNghiep_MoiTruong_ThuySan
A01,18.1,,NongNghiep_MoiTruong_ThuySan
A00,25.75,,NongNghiep_MoiTruong_ThuySan
A00,19.2,,CongNgheThongTin_TruyenThong
D15,23.6,,NgoaiNgu
D01,25.75,,SuPhamTinHoc
B03,25.75,,SuPhamSinhHoc
C01,22.75,,KyThuat_CongNghe
D01,19.25,,NongNghiep_MoiTruong_ThuySan
D14,26.0,,SuPhamTiengPhap
D15,24.0,,NgoaiNgu
D01,24.5,,NgoaiNgu
A00,21.75,E,Luat_KinhTe
A01,23.5,,XaHoiNhanVan
C02,24.1,,KhoaHocTuNhien
C01,19.5,E,Luat_KinhTe
C01,21.35,,KyThuat_CongNghe
